sample_id,experiment_id,study_id,sequencing_type,cell_type,treatment,timepoint,replicate,organism,platform,library_strategy,library_source,total_reads,total_bases,cap_selection_method,file_size,fractionation_method,instrument,translation_inhibitor
SRR20661323,SRX16684300,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,91033531,27492126362,,8752404934,,Illumina NovaSeq 6000,
SRR20661324,SRX16684299,852784,RNA-seq,Cell Line,48 Hour treatment with 0.2% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,87602718,26456020836,,8393586219,,Illumina NovaSeq 6000,
SRR19850647,SRX15894268,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,22469871,1685240325,,547082154,,NextSeq 500,
SRR19850648,SRX15894267,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,28100401,2107530075,,681007513,,NextSeq 500,
SRR19850649,SRX15894266,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,24820503,1861537725,,606070635,,NextSeq 500,
SRR19850651,SRX15894265,852784,RNA-seq,MLL-rearranged leukemia,Treated with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,5754633,863194950,,279501511,,Illumina NovaSeq 6000,
SRR19850652,SRX15894264,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,5620579,843086850,,272087932,,Illumina NovaSeq 6000,
SRR19850653,SRX15894263,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,4985491,747823650,,240307678,,Illumina NovaSeq 6000,
SRR19850654,SRX15894262,852784,RNA-seq,MLL-rearranged leukemia,Treated with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,4341735,651260250,,209169435,,Illumina NovaSeq 6000,
SRR19850655,SRX15894261,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,8979797,1346969550,,442073362,,Illumina NovaSeq 6000,
SRR19850656,SRX15894260,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,7662067,1149310050,,384750981,,Illumina NovaSeq 6000,
SRR19850657,SRX15894259,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,70142738,21042821400,,7024396870,,Illumina NovaSeq 6000,
SRR19850650,SRX15894258,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,27322300,2049172500,,670583581,,NextSeq 500,
SRR19850658,SRX15894257,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71046266,21313879800,,7019599766,,Illumina NovaSeq 6000,
SRR19850659,SRX15894256,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,66320906,19896271800,,6607669211,,Illumina NovaSeq 6000,
SRR19850660,SRX15894255,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71729125,21518737500,,7141052795,,Illumina NovaSeq 6000,
SRR19850661,SRX15894254,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,79019162,23705748600,,7897864701,,Illumina NovaSeq 6000,
SRR19850662,SRX15894253,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,83493222,25047966600,,8332061743,,Illumina NovaSeq 6000,
SRR19850663,SRX15894252,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71549409,21464822700,,7090779435,,Illumina NovaSeq 6000,
SRR19850664,SRX15894251,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,85759393,25727817900,,8540873003,,Illumina NovaSeq 6000,
SRR19850665,SRX15894250,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,66484414,19945324200,,6644079373,,Illumina NovaSeq 6000,
SRR19850666,SRX15894249,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,27342704,774465084,,972580780,,Illumina NovaSeq 6000,
SRR19850667,SRX15894248,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,36157009,1051454562,,1291048979,,Illumina NovaSeq 6000,
SRR19850668,SRX15894247,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,8727252,264018266,,314584445,,Illumina NovaSeq 6000,
SRR19850669,SRX15894246,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,16098982,452805629,,573081123,,Illumina NovaSeq 6000,
SRR19850670,SRX15894245,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,22139863,640878154,,791868396,,Illumina NovaSeq 6000,
SRR19850671,SRX15894244,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,5377469,162403822,,194434282,,Illumina NovaSeq 6000,
SRR19850672,SRX15894243,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,97493491,2754648402,,3456353378,,Illumina NovaSeq 6000,
SRR19850673,SRX15894242,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,110387917,3161683303,,3920573083,,Illumina NovaSeq 6000,
SRR19850674,SRX15894241,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,76305661,2299261939,,2740324037,,Illumina NovaSeq 6000,
SRR24014259,SRX19817111,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,106997548,32313259496,,11031306900,,Illumina NovaSeq 6000,
SRR24014260,SRX19817110,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,111253715,33598621930,,11463549586,,Illumina NovaSeq 6000,
SRR24014261,SRX19817109,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,107336362,32415581324,,11100325508,,Illumina NovaSeq 6000,
SRR24014262,SRX19817108,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,96959236,29281689272,,9940966891,,Illumina NovaSeq 6000,
SRR24014263,SRX19817107,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,136833064,41323585328,,14069760470,,Illumina NovaSeq 6000,
SRR24014264,SRX19817106,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,128586316,38833067432,,13286323684,,Illumina NovaSeq 6000,
SRR24014265,SRX19817105,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,163857892,49485083384,,17217769986,,Illumina NovaSeq 6000,
SRR24014266,SRX19817104,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,102366926,30914811652,,10623983205,,Illumina NovaSeq 6000,
SRR24014267,SRX19817103,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,100340103,30302711106,,10426776771,,Illumina NovaSeq 6000,
SRR24014268,SRX19817102,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,91830819,27732907338,,9364791947,,Illumina NovaSeq 6000,
SRR24014269,SRX19817101,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,85358284,25778201768,,8806408844,,Illumina NovaSeq 6000,
SRR24014270,SRX19817100,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,133189099,40223107898,,13685691271,,Illumina NovaSeq 6000,
SRR24014271,SRX19817099,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,105360272,31818802144,,10971798877,,Illumina NovaSeq 6000,
SRR24014272,SRX19817098,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,110276720,33303569440,,11340244911,,Illumina NovaSeq 6000,
SRR24014273,SRX19817097,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,109413352,33042832304,,11148517360,,Illumina NovaSeq 6000,
SRR24014274,SRX19817096,852784,RNA-seq,Cell Line,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,98839782,29849614164,,10183708797,,Illumina NovaSeq 6000,
SRR20661313,SRX16684310,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,84830599,25618840898,,8203644554,,Illumina NovaSeq 6000,
SRR20661314,SRX16684309,852784,RNA-seq,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,73238407,22117998914,,7125789162,,Illumina NovaSeq 6000,
SRR20661315,SRX16684308,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,79885608,24125453616,,7732282858,,Illumina NovaSeq 6000,
SRR20661316,SRX16684307,852784,RNA-seq,Cell Line,48 Hour treatment with 0.2% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,74179781,22402293862,,7183190214,,Illumina NovaSeq 6000,
SRR20661317,SRX16684306,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,87963335,26564927170,,8474451334,,Illumina NovaSeq 6000,
SRR20661318,SRX16684305,852784,RNA-seq,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,76612539,23136986778,,7364918458,,Illumina NovaSeq 6000,
SRR20661319,SRX16684304,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,80712688,24375231776,,7750166999,,Illumina NovaSeq 6000,
SRR20661320,SRX16684303,852784,RNA-seq,Cell Line,48 Hour treatment with 0.2% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,84499645,25518892790,,8127726258,,Illumina NovaSeq 6000,
SRR20661321,SRX16684302,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,80565869,24330892438,,7808082490,,Illumina NovaSeq 6000,
SRR20661322,SRX16684301,852784,RNA-seq,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,78318744,23652260688,,7513943382,,Illumina NovaSeq 6000,
SRR20661323,SRX16684300,852784,RNA-seq,Cell Line,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,91033531,27492126362,,8752404934,,Illumina NovaSeq 6000,
SRR20661324,SRX16684299,852784,RNA-seq,Cell Line,48 Hour treatment with 0.2% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,87602718,26456020836,,8393586219,,Illumina NovaSeq 6000,
SRR19850647,SRX15894268,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,22469871,1685240325,,547082154,,NextSeq 500,
SRR19850648,SRX15894267,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,28100401,2107530075,,681007513,,NextSeq 500,
SRR19850649,SRX15894266,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,24820503,1861537725,,606070635,,NextSeq 500,
SRR19850651,SRX15894265,852784,RNA-seq,MLL-rearranged leukemia,Treated with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,5754633,863194950,,279501511,,Illumina NovaSeq 6000,
SRR19850652,SRX15894264,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,5620579,843086850,,272087932,,Illumina NovaSeq 6000,
SRR19850653,SRX15894263,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,4985491,747823650,,240307678,,Illumina NovaSeq 6000,
SRR19850654,SRX15894262,852784,RNA-seq,MLL-rearranged leukemia,Treated with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,4341735,651260250,,209169435,,Illumina NovaSeq 6000,
SRR19850655,SRX15894261,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,8979797,1346969550,,442073362,,Illumina NovaSeq 6000,
SRR19850656,SRX15894260,852784,RNA-seq,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,7662067,1149310050,,384750981,,Illumina NovaSeq 6000,
SRR19850657,SRX15894259,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,70142738,21042821400,,7024396870,,Illumina NovaSeq 6000,
SRR19850650,SRX15894258,852784,RNA-seq,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,GENOMIC,27322300,2049172500,,670583581,,NextSeq 500,
SRR19850658,SRX15894257,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71046266,21313879800,,7019599766,,Illumina NovaSeq 6000,
SRR19850659,SRX15894256,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,66320906,19896271800,,6607669211,,Illumina NovaSeq 6000,
SRR19850660,SRX15894255,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71729125,21518737500,,7141052795,,Illumina NovaSeq 6000,
SRR19850661,SRX15894254,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,79019162,23705748600,,7897864701,,Illumina NovaSeq 6000,
SRR19850662,SRX15894253,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,83493222,25047966600,,8332061743,,Illumina NovaSeq 6000,
SRR19850663,SRX15894252,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,71549409,21464822700,,7090779435,,Illumina NovaSeq 6000,
SRR19850664,SRX15894251,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,85759393,25727817900,,8540873003,,Illumina NovaSeq 6000,
SRR19850665,SRX15894250,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,unknown,Homo sapiens,,RNA-Seq,TRANSCRIPTOMIC,66484414,19945324200,,6644079373,,Illumina NovaSeq 6000,
SRR19850666,SRX15894249,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,27342704,774465084,,972580780,,Illumina NovaSeq 6000,
SRR19850667,SRX15894248,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,36157009,1051454562,,1291048979,,Illumina NovaSeq 6000,
SRR19850668,SRX15894247,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,unknown,unknown,Homo sapiens,,OTHER,OTHER,8727252,264018266,,314584445,,Illumina NovaSeq 6000,
SRR19850669,SRX15894246,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,16098982,452805629,,573081123,,Illumina NovaSeq 6000,
SRR19850670,SRX15894245,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,22139863,640878154,,791868396,,Illumina NovaSeq 6000,
SRR19850671,SRX15894244,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,unknown,unknown,Homo sapiens,,OTHER,OTHER,5377469,162403822,,194434282,,Illumina NovaSeq 6000,
SRR19850672,SRX15894243,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,97493491,2754648402,,3456353378,,Illumina NovaSeq 6000,
SRR19850673,SRX15894242,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,110387917,3161683303,,3920573083,,Illumina NovaSeq 6000,
SRR19850674,SRX15894241,852784,RNA-seq,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,unknown,Homo sapiens,,OTHER,OTHER,76305661,2299261939,,2740324037,,Illumina NovaSeq 6000,
SRR1412777,SRX604509,852547,RNA-seq,unknown,unknown,unknown,unknown,air metagenome,,AMPLICON,METAGENOMIC,11652,6206534,,13251684,,454 GS Junior,
SRR25251853,SRX20997915,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-DMSO-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,416825045,125881163590,,45080745095,,Illumina NovaSeq 6000,
SRR25251856,SRX20997914,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-DMSO-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,341569691,103154046682,,37103264985,,Illumina NovaSeq 6000,
SRR25251854,SRX20997913,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-DMSO-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,425609856,128534176512,,46156877165,,Illumina NovaSeq 6000,
SRR25251855,SRX20997912,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-NAI-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,430392732,129978605064,,46730268266,,Illumina NovaSeq 6000,
SRR25251857,SRX20997911,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-NAI-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,606779517,183247414134,,65001402436,,Illumina NovaSeq 6000,
SRR25251858,SRX20997910,852547,RNA-seq,unknown,In-vitro-SHAPE-MaP-NAI-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,328123845,99093401190,,35764354846,,Illumina NovaSeq 6000,
SRR25248434,SRX20994588,852547,RNA-seq,unknown,RNA-sequencing-elf18-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,71050299,7247130498,,2298179519,,Illumina NovaSeq 6000,
SRR25248435,SRX20994587,852547,RNA-seq,unknown,RNA-sequencing-elf18-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,66479748,6780934296,,2166770140,,Illumina NovaSeq 6000,
SRR25248436,SRX20994586,852547,RNA-seq,unknown,RNA-sequencing-elf18-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,84584525,8627621550,,2755678229,,Illumina NovaSeq 6000,
SRR25248437,SRX20994585,852547,RNA-seq,unknown,RNA-sequencing-mock-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,86619955,8835235410,,2797957995,,Illumina NovaSeq 6000,
SRR25248438,SRX20994584,852547,RNA-seq,unknown,RNA-sequencing-mock-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,82780478,8443608756,,2670612251,,Illumina NovaSeq 6000,
SRR25248439,SRX20994583,852547,RNA-seq,unknown,RNA-sequencing-mock-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,82027375,8366792250,,2686553931,,Illumina NovaSeq 6000,
SRR19907842,SRX15950634,852547,RNA-seq,unknown,SHAPE-MaP-Mock-NAI-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,763522375,230583757250,,79144142091,,Illumina NovaSeq 6000,
SRR19907843,SRX15950633,852547,RNA-seq,unknown,SHAPE-MaP-Mock-NAI-replicate4,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,804291151,242895927602,,83730554923,,Illumina NovaSeq 6000,
SRR19907844,SRX15950632,852547,RNA-seq,unknown,Ribosome-sequencing-elf18-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,548557022,55952816244,,16200576121,,Illumina NovaSeq 6000,
SRR19907845,SRX15950631,852547,RNA-seq,unknown,Ribosome-sequencing-elf18-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,632231334,64487596068,,18626274450,,Illumina NovaSeq 6000,
SRR19907846,SRX15950630,852547,RNA-seq,unknown,Ribosome-sequencing-elf18-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,693771949,70764738798,,20449139990,,Illumina NovaSeq 6000,
SRR19907847,SRX15950629,852547,RNA-seq,unknown,SHAPE-MaP-Mock-DMSO-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,688426257,207904729614,,71756077656,,Illumina NovaSeq 6000,
SRR19907848,SRX15950628,852547,RNA-seq,unknown,SHAPE-MaP-Mock-DMSO-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,581571742,175634666084,,60220871869,,Illumina NovaSeq 6000,
SRR19907849,SRX15950627,852547,RNA-seq,unknown,SHAPE-MaP-Mock-DMSO-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,466380768,140846991936,,48474681049,,Illumina NovaSeq 6000,
SRR19907850,SRX15950626,852547,RNA-seq,unknown,SHAPE-MaP-elf18-NAI-replicate4,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,715736638,216152464676,,74256298084,,Illumina NovaSeq 6000,
SRR19907851,SRX15950625,852547,RNA-seq,unknown,SHAPE-MaP-elf18-NAI-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,918716128,277452270656,,95382066292,,Illumina NovaSeq 6000,
SRR19907852,SRX15950624,852547,RNA-seq,unknown,SHAPE-MaP-elf18-NAI-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,942773404,284717568008,,98508606735,,Illumina NovaSeq 6000,
SRR19919786,SRX15950623,852547,RNA-seq,unknown,SHAPE-MaP-elf18-NAI-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,840802024,251972139566,,87698845267,,Illumina NovaSeq 6000,
SRR19907854,SRX15950622,852547,RNA-seq,unknown,Ribosome-sequencing-mock-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,557507497,56865764694,,16600665687,,Illumina NovaSeq 6000,
SRR19907855,SRX15950621,852547,RNA-seq,unknown,SHAPE-MaP-elf18-DMSO-replicate1,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,536321862,161969202324,,55586651068,,Illumina NovaSeq 6000,
SRR19907856,SRX15950620,852547,RNA-seq,unknown,SHAPE-MaP-elf18-DMSO-replicate2,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,599821561,181146111422,,62052332004,,Illumina NovaSeq 6000,
SRR19907857,SRX15950619,852547,RNA-seq,unknown,SHAPE-MaP-elf18-DMSO-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,691978419,208977482538,,71817173637,,Illumina NovaSeq 6000,
SRR19907858,SRX15950618,852547,RNA-seq,unknown,SHAPE-MaP-elf18-DMSO-replicate4,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,715128528,215968815456,,74115931701,,Illumina NovaSeq 6000,
SRR19907859,SRX15950617,852547,RNA-seq,unknown,Ribosome-sequencing-mock-replicate3,unknown,unknown,Arabidopsis thaliana,,RNA-Seq,TRANSCRIPTOMIC,507200010,51734401020,,15153235055,,Illumina NovaSeq 6000,
