biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
010192bc,2,RNA-seq,591214,hek-293t,unknown,unknown,wild-type mrna-seq 1,False,False,hek-293t
e129990f,2,Ribo-seq,591214,hek-293t,unknown,unknown,wild-type ribo-seq 1,False,False,hek-293t
4ee90c30,2,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0811
32348068,2,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja1002
6e18682a,2,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,"wja0788, wja0791, wja0802"
533a1164,2,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0641
52fa845c,2,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0675
82afad7d,2,RNA-seq,543399,unknown,unknown,353,adrenal cortex,False,False,unknown
1d9049f0,2,RNA-seq,543399,unknown,tac surgery 2d,unknown,left ventricle,False,False,c57bl/6
9fbe68b9,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_trim71ko_rep3,False,False,jcrb0403
80488da8,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_trim71ko_rep2,False,False,jcrb0403
c2cfbd50,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_trim71ko_rep1,False,False,jcrb0403
db4fa8be,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_wt_rep3,False,False,jcrb0403
89c73ce2,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_wt_rep2,False,False,jcrb0403
03d57f54,2,RNA-seq,541924,huh-7,unknown,unknown,huh7_wt_rep1,False,False,jcrb0403
63cec601,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_trim71ko_exp2_rep3,False,False,crl-2925
d6d69e72,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_trim71ko_exp2_rep2,False,False,crl-2925
68799878,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_trim71ko_exp2_rep1,False,False,crl-2925
ecfcab1a,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_wt_exp2_rep3,False,False,crl-2925
535939c0,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_wt_exp2_rep2,False,False,crl-2925
d7889192,2,RNA-seq,541924,ne4c,unknown,unknown,ne4c_wt_exp2_rep1,False,False,crl-2925
af8c4c22,2,RNA-seq,522816,yeast homozygous diploid collection,mono-(2-ethylhexyl)-phthalate replicate 1,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
477c3c05,2,RNA-seq,522816,yeast homozygous diploid collection,mono-(2-ethylhexyl)-phthalate replicate 2,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
b165e00b,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 5,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
54666363,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 6,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
13abf352,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 3,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
b87a3e26,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 4,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
dc228146,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 1,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
738df752,2,RNA-seq,522816,yeast homozygous diploid collection,dmso replicate 2,unknown,dharmacon yeast homozygous diploid collection,False,False,by4743
9f03c82d,2,RNA-seq,515538,hek293t,harringtonine,unknown,hek293t (human embryonic kidney),False,False,hek293t
651259e7,2,RNA-seq,"509065,509230",lovo,unknown,unknown,lovo,False,True,lovo
917c1c62,2,RNA-seq,509065,unknown,unknown,unknown,whole organism,False,False,pd2186
b535f2db,2,RNA-seq,509065,unknown,unknown,unknown,whole organism,False,False,pd5994
66599f56,2,RNA-seq,509065,unknown,unknown,unknown,whole organism,False,False,pd2621
c3550237,2,RNA-seq,509065,unknown,unknown,unknown,whole organism,False,False,pd2620
efa56d87,2,RNA-seq,506724,unknown,unknown,unknown,70s__ksga,False,False,k-12 mg1655
ce7d1d05,2,RNA-seq,506724,unknown,unknown,unknown,70s__rbfa,False,False,k-12 mg1655
1863ff9a,2,RNA-seq,506724,unknown,unknown,unknown,70s_wt.gz,False,False,k-12 mg1655
10ec4043,2,RNA-seq,506724,unknown,unknown,unknown,30s_delta_ksga,False,False,k-12 mg1655
ee69e840,2,RNA-seq,506724,unknown,unknown,unknown,30s__rbfa,False,False,k-12 mg1655
41295af9,2,RNA-seq,506724,unknown,unknown,unknown,30s_wt,False,False,k-12 mg1655
c660f1e4,2,RNA-seq,504034,unknown,unknown,unknown,hamster tissue,False,False,cho
e9615578,2,RNA-seq,503765,unknown,retapamulin,unknown,bacterial culture,False,False,bwk
c852d5f3,2,RNA-seq,503765,unknown,none (untreated),unknown,bacterial culture,False,False,bwk
1684c1ba,2,RNA-seq,503765,unknown,retapamulin,unknown,bacterial culture,False,False,bl21
b6230551,2,RNA-seq,503765,unknown,none (untreated),unknown,bacterial culture,False,False,bl21
89c8ca38,2,Ribo-seq,477865,unknown,rna against unc-54 (bmp4),unknown,unknown,False,False,pd 2860
6435d00f,2,Ribo-seq,477865,unknown,rna against unc-54 (bmp4),unknown,unknown,False,False,pd 1074
b9051939,2,Ribo-seq,477865,unknown,rna against unc-54 (bmp5),unknown,unknown,False,False,pd 2860
a4251c90,2,Ribo-seq,477865,unknown,rna against unc-54 (bmp5),unknown,unknown,False,False,pd 1074
6c215784,2,RNA-seq,470579,unknown,129-5p mirna methyl rna control total,unknown,glioblastoma,False,False,unknown
0c165ab6,2,RNA-seq,470579,unknown,145-5p mirna methyl rna control total,unknown,glioblastoma,False,False,unknown
6e82d703,2,RNA-seq,470579,unknown,145-5p mirna methyl rna ip,unknown,glioblastoma,False,False,unknown
1ecc4c9f,2,RNA-seq,445733,hek-293,unknown,unknown,"hek-293 cells, standard ribosome profiling, biological replicate 2",False,False,unknown
70c01e1b,2,RNA-seq,445733,hek-293,unknown,unknown,"hek-293 cells, standard ribosome profiling, biological replicate 1",False,False,unknown
bb841b4f,2,RNA-seq,445733,hek-293,unknown,unknown,"hek-293 cells, active ribosome profiling with ribolace, biological replicate 2",False,False,unknown
708c929b,2,RNA-seq,445733,hek-293,unknown,unknown,"hek-293 cells, active ribosome profiling with ribolace, biological replicate 1",False,False,unknown
4887e0dd,2,RNA-seq,445453,unknown,unknown,unknown,mbl-mesc-ip,False,False,unknown
ceddfb9d,2,RNA-seq,445453,unknown,unknown,unknown,mbl-mecs-ip,False,False,unknown
9cff903b,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shmettl1-pulldown-rep2,False,False,hepg2
35f4c4ed,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shmettl1-pulldown-rep1,False,False,hepg2
bc041206,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shmettl1-before_pulldown-rep2,False,False,hepg2
bf9b2032,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shmettl1-before_pulldown-rep1,False,False,hepg2
16b11a75,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shcontrol-pulldown-rep2,False,False,hepg2
8018c225,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shcontrol-pulldown-rep1,False,False,hepg2
cf4755c0,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shcontrol-before_pulldown-rep2,False,False,hepg2
6b75b72e,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2_shcontrol-before_pulldown-rep1,False,False,hepg2
45b95adf,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_simettl1-pulldown-rep2,False,False,hela
4bc26161,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_simettl1-pulldown-rep1,False,False,hela
b1bd65fd,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_simettl1-before_pulldown-rep2,False,False,hela
df06981e,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_simettl1-before_pulldown-rep1,False,False,hela
72ca7e3d,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_sicontrol-pulldown-rep2,False,False,hela
2d778485,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_sicontrol-pulldown-rep1,False,False,hela
bd4beacc,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_sicontrol-before_pulldown-rep2,False,False,hela
91a2a46b,2,RNA-seq,445453,hela,unknown,unknown,sr-hela_sicontrol-before_pulldown-rep1,False,False,hela
d27ba0ed,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-pulldown-rep2,False,False,hek293t
e7011c8e,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-pulldown-rep1,False,False,hek293t
e99e2afc,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-pulldown-rep2,False,False,hepg2
8ba5c715,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-pulldown-rep1,False,False,hepg2
85d989dd,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-pulldown-rep2,False,False,hela
28d87898,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-pulldown-rep1,False,False,hela
a8631c81,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-before_pulldown-rep2,False,False,hek293t
22767315,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-before_pulldown-rep1,False,False,hek293t
3237b3fd,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-before_pulldown-rep2,False,False,hepg2
4946ac0b,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-before_pulldown-rep1,False,False,hepg2
42849216,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-before_pulldown-rep2,False,False,hela
96fda75c,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-before_pulldown-rep1,False,False,hela
1e39c9a5,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-input-rep2,False,False,hek293t
f82cca6b,2,RNA-seq,445453,hek293t,unknown,unknown,sr-hek293t-input-rep1,False,False,hek293t
5156508a,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-input-rep2,False,False,hepg2
49f687f9,2,RNA-seq,445453,hepg2,unknown,unknown,sr-hepg2-input-rep1,False,False,hepg2
2d02d458,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-input-rep2,False,False,hela
604d62f7,2,RNA-seq,445453,hela,unknown,unknown,sr-hela-input-rep1,False,False,hela
0d43d230,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-pulldown-rep2,False,False,hepg2
18bd2a43,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-pulldown-rep1,False,False,hepg2
914cff32,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-pulldown-rep2,False,False,hela
b57d78fc,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-pulldown-rep1,False,False,hela
812f7e6a,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-before_pulldown-rep2,False,False,hepg2
68cf9958,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-before_pulldown-rep1,False,False,hepg2
f5489d45,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-before_pulldown-rep2,False,False,hela
87d1b1c4,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-before_pulldown-rep1,False,False,hela
dc46c725,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-input-rep2,False,False,hepg2
a659b103,2,RNA-seq,445453,hepg2,unknown,unknown,mrna-hepg2-input-rep1,False,False,hepg2
a4cc386d,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-input-rep2,False,False,hela
fc9067c2,2,RNA-seq,445453,hela,unknown,unknown,mrna-hela-input-rep1,False,False,hela
61f303f3,2,RNA-seq,438445,mcf-7,unknown,unknown,"mcf-7 cells, transcriptome profiling (rna_seq)",False,False,mcf-7
0778c73d,2,RNA-seq,438445,mcf-7,unknown,unknown,"mcf-7 cells, ribosome profiling (ribo_seq)",False,False,mcf-7
3b6aa97e,2,RNA-seq,419768,unknown,unknown,25 minutesutes,bacterial liquid culture,False,False,mg1655 delta_mazf
38ee2666,2,RNA-seq,419768,unknown,unknown,5 minutesutes,bacterial liquid culture,False,False,mg1655 delta_mazf
e6b112dd,2,RNA-seq,419768,unknown,unknown,15 minutesutes,bacterial liquid culture,False,False,mg1655 delta_mazf
c555fca2,2,Ribo-seq,419532,hek293t,unknown,unknown,missing,False,False,hek293t
7d1eb5c6,2,Ribo-seq,419532,hek293t-trna/pylrs/gfp39uag,unknown,unknown,missing,False,False,hek293t-trna/pylrs/gfp39uag
8af1371e,2,RNA-seq,413138,cystic fibrosis bronchial epithelial (cfbe) cells,unknown,48 hours after transfection,cfbe cells 48h after transfection with wild-type cftr,False,False,unknown
595a87f1,2,RNA-seq,406823,hek293,thap (2µm) for 2h,unknown,thap_insoluble_tedseq,False,False,hek293
2a85a07c,2,RNA-seq,406823,hek293,thap (2µm) for 2h,unknown,dmso_insoluble_tedseq,False,False,hek293
87265955,2,RNA-seq,406823,hek293,thap (2µm) for 2h,unknown,thap_cytosol_tedseq,False,False,hek293
c99e7a2d,2,RNA-seq,406823,hek293,thap (2µm) for 2h,unknown,dmso_cytosol_tedseq,False,False,hek293
ac4f0ab8,2,Ribo-seq,400150,unknown,unknown,unknown,unknown,False,False,wild type gentoype
df8e1bae,2,RNA-seq,397543,unknown,unknown,unknown,"control mouse brain, active ribosome profiling with ribolace, biological replicate 2",False,False,smn+/-; smn2tg/0
a0fa425c,2,RNA-seq,397543,unknown,unknown,unknown,"control mouse brain, active ribosome profiling with ribolace, biological replicate 1",False,False,smn+/-; smn2tg/0
aeb1f651,2,RNA-seq,396456,hek293t,none,unknown,hek293t_trmt6_61a_kd_under200nt_fraction_rna,False,False,hek293t
38e79b14,2,RNA-seq,396456,hek293t,none,unknown,hek293t_mock_under200nt_fraction_rna,False,False,hek293t
1a01c132,2,Ribo-seq,396456,hek293t,none,unknown,hek293t_hek293t_ribo-seq,False,False,hek293t
e3ab47f2,2,RNA-seq,396456,hek293t,none,unknown,hek293t_hek293t_rna-seq,False,False,hek293t
63270bf8,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg sh rep 5,False,False,dbtrg
82e50516,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg sh rep 4,False,False,dbtrg
c3bf5ec2,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg scr rep 2,False,False,dbtrg
8a021c57,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg scr rep 1,False,False,dbtrg
72cb0e2d,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg scr rep 4,False,False,dbtrg
39bb3feb,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg scr rep 3,False,False,dbtrg
819bf56f,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg sh rep 1,False,False,dbtrg
e2abbada,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg scr rep 5,False,False,dbtrg
e5203c8c,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg sh rep 3,False,False,dbtrg
77dc0616,2,Ribo-seq,395570,dbtrg,unknown,unknown,dbtrg sh rep 2,False,False,dbtrg
7b9cfa98,2,Ribo-seq,395570,a-172,unknown,unknown,a172 oe rep 1,False,False,a-172
d9da77de,2,Ribo-seq,395570,a-172,unknown,unknown,a172 ev rep 5,False,False,a-172
22c9dc65,2,Ribo-seq,395570,a-172,unknown,unknown,a172 oe rep 3,False,False,a-172
894c4d84,2,Ribo-seq,395570,a-172,unknown,unknown,a172 oe rep 2,False,False,a-172
a8243947,2,Ribo-seq,395570,a-172,unknown,unknown,a172 ev rep 2,False,False,a-172
bbe3a405,2,Ribo-seq,395570,a-172,unknown,unknown,a172 ev rep 1,False,False,a-172
a9c68377,2,Ribo-seq,395570,a-172,unknown,unknown,a172 ev rep 4,False,False,a-172
39849738,2,Ribo-seq,395570,a-172,unknown,unknown,a172 ev rep 3,False,False,a-172
c8304777,2,Ribo-seq,395570,a-172,unknown,unknown,a172 oe rep 5,False,False,a-172
8de1123a,2,Ribo-seq,395570,a-172,unknown,unknown,a172 oe rep 4,False,False,a-172
4c28d023,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st oe rep 5,False,False,ln-229
39feb222,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st oe rep 4,False,False,ln-229
0b2de42e,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st oe rep 3,False,False,ln-229
251620e1,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st oe rep 2,False,False,ln-229
435cf683,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st oe rep 1,False,False,ln-229
fb5f777d,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st ev rep 5,False,False,ln-229
c720811e,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st ev rep 4,False,False,ln-229
89415d37,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st ev rep 3,False,False,ln-229
3fd5145c,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st ev rep 2,False,False,ln-229
6d9bd66e,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229st ev rep 1,False,False,ln-229
71a15380,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 oe rep 3,False,False,ln-229
ef73375d,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 oe rep 2,False,False,ln-229
09265e55,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 oe rep 1,False,False,ln-229
5c11ebc1,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 ev rep 5,False,False,ln-229
7661c5a0,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 ev rep 4,False,False,ln-229
322b6224,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 ev rep 3,False,False,ln-229
7f06c727,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 ev rep 2,False,False,ln-229
d4005df2,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 ev rep 1,False,False,ln-229
8d58ab00,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 oe rep 5,False,False,ln-229
4edbf02d,2,Ribo-seq,395570,ln-229,unknown,unknown,ln229 oe rep 4,False,False,ln-229
ee65f609,2,RNA-seq,391171,hepg2,unknown,unknown,kd_rnaseq,False,False,hepg2
9ae02df8,2,RNA-seq,391171,hepg2,unknown,unknown,control_rnaseq,False,False,hepg2
f2ec8eed,2,RNA-seq,295955,s2,ago2 knockdown and cultured in serum-free medium for 24 hours,unknown,na,False,False,na
177c8535,2,RNA-seq,295955,s2,ago2 knockdown,unknown,na,False,False,na
671f9a6f,2,RNA-seq,275185,unknown,unknown,unknown,testis,False,False,wt
6d287f18,2,Ribo-seq,262909,embroid bodies,unknown,unknown,embroid bodies,False,False,mettl3-ko
31e82c7e,2,Ribo-seq,262909,embryonic stem cells,unknown,unknown,embryonic stem cells,False,False,mettl3-ko
76a6b842,2,Ribo-seq,262909,embroid bodies,unknown,unknown,embroid bodies,False,False,wt
cf17c722,2,Ribo-seq,262909,embryonic stem cells,unknown,unknown,embryonic stem cells,False,False,wt
920dd564,2,RNA-seq,230612,wi-38,pdl 15 hur sirna,unknown,wi-38,False,False,wi-38
e616b44d,2,RNA-seq,230612,wi-38,pdl 15 auf1 sirna,unknown,wi-38,False,False,wi-38
7a5a62e1,2,RNA-seq,230612,wi-38,pdl 15 contro sirna,unknown,wi-38,False,False,wi-38
0c8d6517,2,RNA-seq,230611,hek293,"p37, p40, p42, p45 overexpresion",unknown,hek293,False,False,hek293
91e21327,2,RNA-seq,230611,hek293,p45 overexpresion,unknown,hek293,False,False,hek293
3bf6a685,2,RNA-seq,230611,hek293,p42 overexpresion,unknown,hek293,False,False,hek293
754b7af9,2,RNA-seq,230611,hek293,p40 overexpresion,unknown,hek293,False,False,hek293
2711f2fc,2,RNA-seq,230611,hek293,p37 overexpresion,unknown,hek293,False,False,hek293
f1e540df,2,RNA-seq,230611,hek293,empty vector,unknown,hek293,False,False,hek293
2a07e5dc,2,RNA-seq,230611,hek293,auf1 sirna,unknown,hek293,False,False,hek293
ce1cbae0,2,Ribo-seq,230610,hela,hur sirna,unknown,hela,False,False,hela
28fab18a,2,Ribo-seq,230610,hela,auf1 sirna,unknown,hela,False,False,hela
ec7250eb,2,Ribo-seq,230610,hela,control sirna,unknown,hela,False,False,hela
a5649f2a,2,RNA-seq,193543,unknown,unknown,unknown,unknown,False,False,wh571
35915630,1,RNA-seq,1296756,unknown,unknown,unknown,inner cell mass,False,False,c57bl/6n x dba/2n
f1e5c910,1,RNA-seq,1286308,unknown,na,unknown,na,False,False,na
0734af55,1,RNA-seq,1282121,unknown,unknown,unknown,rhizosphere,False,False,unknown
0f35dd68,1,RNA-seq,1273852,unknown,unknown,unknown,culture,False,False,bcw_5517
8edfda7d,1,RNA-seq,1270796,unknown,unknown,unknown,unknown,False,False,nzb_b1nj
9f80472c,1,RNA-seq,1258865,unknown,unknown,unknown,stool,False,False,pnusae000252
df359c7d,1,RNA-seq,1254209,unknown,unknown,unknown,unknown,False,False,besc-116
3076d36d,1,RNA-seq,1250600,unknown,unknown,unknown,unknown,False,False,fgsc 1394
14521809,1,RNA-seq,1246569,unknown,unknown,unknown,unknown,False,False,2926stdy5723603
3b1eef6f,1,RNA-seq,1230555,tf-1,unknown,unknown,singles-tf1,False,False,tf-1
848e3fa6,1,RNA-seq,1228532,unknown,unknown,unknown,flesh,False,False,unknown
63691dc2,1,RNA-seq,1222576,hcc,unknown,unknown,liver,False,False,wild type
f9b38f5f,1,RNA-seq,1221137,unknown,unknown,unknown,earclip,False,False,c57bl/6
01565785,1,RNA-seq,1219079,unknown,unknown,unknown,blood,False,False,gpsc51
290fe65e,1,RNA-seq,1207466,td,unknown,unknown,unknown,False,False,unknown
b2dfadda,1,RNA-seq,1190589,unknown,unknown,unknown,single embryo 52,False,False,unknown
6440afcb,1,RNA-seq,1185761,unknown,unknown,unknown,p00051,False,False,unknown
3663f50a,1,RNA-seq,1176138,unknown,unknown,unknown,ground half-seed,False,False,williams 82
836668c2,1,RNA-seq,1173087,unknown,unknown,unknown,p01509,False,False,unknown
