biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,tissue,is_cross_modal,is_cross_study,genotype
5cdb5d1c,4,RNA-seq,977673,primary neonatal mouse cardiomyocytes,ad-nat10-18h,unknown,primary neonatal mouse cardiomyocytes,False,False,unknown
40e6f885,4,RNA-seq,977673,primary neonatal mouse fibroblasts,ad-nat10-0h,unknown,primary neonatal mouse fibroblasts,False,False,unknown
da77f2d9,4,RNA-seq,956925,hela cells,uninfected,unknown,hela cells,False,False,hela cells
85cb6ce3,4,RNA-seq,956925,hela cells,infection with wt vacv with arac,unknown,hela cells,False,False,hela cells
9ff4dc70,4,RNA-seq,956925,hela cells,infection with wt vacv,unknown,hela cells,False,False,hela cells
4f906dce,4,RNA-seq,956925,hela cells,infection with vk1-c7- vacv with arac,unknown,hela cells,False,False,hela cells
6f97eeb2,4,RNA-seq,949707,primary cultured cortical neurons,harringtonine,3 minutes,primary cultured cortical neurons,False,False,ltn1 ko
705779c1,4,RNA-seq,949707,primary cultured cortical neurons,harringtonine,3 minutes,primary cultured cortical neurons,False,False,wt
fa80bbf7,4,RNA-seq,947526,kucg-2 hipsc,rpc7a kd cripsri,unknown,kucg-2 hipsc,False,False,kucg-2 hipsc
1e4f3aab,4,RNA-seq,940452,unknown,700 units rnasei,unknown,14-day old seedlings,False,False,wild type
3a618544,4,Ribo-seq,925168,somatic cells,unknown,unknown,inflorescence,False,False,hot3-2 dcl2 dcl4
2355f0ab,4,Ribo-seq,925168,somatic cells,unknown,unknown,inflorescence,False,False,dcl2 dcl4
09f4ca8e,4,Ribo-seq,925168,somatic cells,unknown,unknown,inflorescence,False,False,hot3-2
4d350e26,4,Ribo-seq,925168,somatic cells,unknown,unknown,inflorescence,False,False,wt
602f0f57,4,RNA-seq,923627,hl-60,dmso,72 hours,hl-60,False,False,hl-60
e7c26e10,4,RNA-seq,923627,hl-60,decitabine,72 hours,hl-60,False,False,hl-60
d16e9708,4,RNA-seq,907315,5-fu-resistant hct8,transfected with mettl14 overexpression plasmids,unknown,5-fu-resistant hct8,False,False,5-fu-resistant hct8
59f04fe8,4,RNA-seq,907315,5-fu-resistant hct8,transfected with negative control plasmids,unknown,5-fu-resistant hct8,False,False,5-fu-resistant hct8
c5831fb2,4,RNA-seq,903814,hct116,slam_no_labeling,unknown,hct116,False,False,hct116
523187f7,4,RNA-seq,903814,hct116,slam_labeling_dmso_8h,unknown,hct116,False,False,hct116
3ef475a3,4,RNA-seq,903814,hct116,slam_labeling_dmso_0h,unknown,hct116,False,False,hct116
6dd4398e,4,RNA-seq,903814,hct116,slam_labeling_ddx3x_degron_8h,unknown,hct116,False,False,hct116
9e6a1883,4,RNA-seq,903814,hct116,slam_labeling_ddx3x_degron_0h,unknown,hct116,False,False,hct116
7f17a416,4,RNA-seq,896508,cal51,unknown,unknown,cal51,False,False,cal51
35deaed6,4,RNA-seq,870739,mouse embryonic fibroblasts,wortm,unknown,mouse embryonic fibroblasts,False,False,c57bl/6
49524600,4,RNA-seq,870739,mouse embryonic fibroblasts,control,unknown,mouse embryonic fibroblasts,False,False,c57bl/6
8937718e,4,RNA-seq,862448,nci-h1299,500nm decitabine + 500nm sb939,unknown,nci-h1299,False,False,nci-h1299
663c85b0,4,RNA-seq,852784,mv4_11,treated with 100 nm c16,unknown,mv4_11,False,False,mv4_11
e6320f69,4,RNA-seq,844063,unknown,standard diet,unknown,liver,False,False,wt
00747811,4,RNA-seq,844063,unknown,leucine deficient diet,unknown,liver,False,False,wt
3b6068c4,4,RNA-seq,839354,unknown,ans,unknown,by4741,False,False,by4741
48a70ba5,4,RNA-seq,822292,unknown,unknown,unknown,26-2mmtassel,False,False,b73
d19a15ee,4,RNA-seq,822292,unknown,unknown,unknown,07-topmost leaf-l(v3),False,False,b73
6f32345d,4,RNA-seq,822292,unknown,unknown,unknown,ear (2 mm); tassel (2 mm); ear (5 mm); silk; ear (3 cm),False,False,b73
c1733ac6,4,RNA-seq,822292,unknown,unknown,unknown,anther; tassel (2 cm),False,False,b73
cc8731aa,4,RNA-seq,822292,unknown,unknown,unknown,sam (v3),False,False,b73
958f1bdb,4,"RNA-seq,Ribo-seq",801861,hela,knock-out the alkbh3 by crisps cas10,unknown,cervical cancer,True,False,unknown
ae489a7b,4,"RNA-seq,Ribo-seq",801861,hela,knock-out the alkbh3 by crisps cas9,unknown,cervical cancer,True,False,unknown
13de0855,4,RNA-seq,795419,hela cell,u1 amo,unknown,hela cell,False,False,hela cell
5009d14d,4,RNA-seq,795419,hela cell,control amo,unknown,hela cell,False,False,hela cell
f71d8143,4,RNA-seq,789542,liver - whole organ,suppressor trna administered,unknown,intravenous administration (iv) of suppressor trna,False,False,balb/c
eb34408a,4,RNA-seq,789542,lung - whole organ,suppressor trna administered,unknown,intratracheal administration (it) of suppressor trna,False,False,b6.cg-gt(rosa)26sortm14(cag-tdtomato)hze/j
25d5f5d5,4,Ribo-seq,785666,unknown,unknown,unknown,not collected,False,False,unknown
4b365a18,4,Ribo-seq,785666,unknown,unknown,unknown,european arabidopsis stock centre,False,False,unknown
1894cfc0,4,Ribo-seq,780148,hct 116,unknown,unknown,colon,False,False,hct 116
2004b9a0,4,RNA-seq,774057,nasopharyngeal carcinoma 5-8f cells,unknown,unknown,nasopharyngeal carcinoma 5-8f cells,False,False,widl type
fae40cbe,4,RNA-seq,770962,unknown,treated with dnmdp for 18 hours,unknown,hela cell line,False,False,unknown
bf35833a,4,RNA-seq,770962,unknown,treated with dmso for 18 hours,unknown,hela cell line,False,False,unknown
09b1a742,4,"RNA-seq,Ribo-seq",770675,unknown,na,unknown,bacteria,True,False,mg1655 delta-gcvb
0043968e,4,"RNA-seq,Ribo-seq",770675,unknown,10 mg/ml ksg for 2.5 min,unknown,bacteria,True,False,mg1655 delta-gcvb
561ead0f,4,"RNA-seq,Ribo-seq",770675,unknown,1 mg/ml ksg for 2.5 min,unknown,bacteria,True,False,mg1655 delta-gcvb
155015ce,4,RNA-seq,770523,patient-derived differentiated glioma cell,unknown,unknown,differentiated glioma cells,False,False,patient-derived differentiated glioma cell
6c43cb6f,4,RNA-seq,768399,unknown,unknown,unknown,paracancerous tissue of oral cavity carcinomas,False,False,unknown
c6e1dcb9,4,RNA-seq,760480,pherd20t:pled*,unknown,unknown,rna-seq of planktonic culture of pseudomonas aeruginosa pa01 treated with 0.2% arabinose from 45 min after inoculation (od of 0.05) to od 1.5,False,False,pherd20t:pled*
07474d38,4,RNA-seq,760480,pherd20t,unknown,unknown,rna-seq of planktonic culture of pseudomonas aeruginosa pa01 treated with 0.2% arabinose from 45 min after inoculation (od of 0.05) to od 1.5,False,False,pherd20t
cc7dbf8c,4,RNA-seq,760480,pherd20t:pled*,unknown,unknown,ribo-seq of planktonic culture of pseudomonas aeruginosa pa01 treated with 0.2% arabinose from 45 min after inoculation (od of 0.05) to od 0.5-0.7,False,False,pherd20t:pled*
7e01de7c,4,RNA-seq,760480,pherd20t,unknown,unknown,ribo-seq of planktonic culture of pseudomonas aeruginosa pa01 treated with 0.2% arabinose from 45 min after inoculation (od of 0.05) to od 0.5-0.7,False,False,pherd20t
b904c2fa,4,RNA-seq,756023,embryonic stem cells,untreated,unknown,untreated human embryonic stem cells,False,False,unknown
ef584146,4,Ribo-seq,752584,unknown,unknown,dd48,mycelia,False,False,cpc-3 kinase active mutant
5258fac1,4,Ribo-seq,752584,unknown,unknown,dd44,mycelia,False,False,cpc-3 kinase active mutant
da6fa794,4,Ribo-seq,752584,unknown,unknown,dd40,mycelia,False,False,cpc-3 kinase active mutant
f27b81d1,4,Ribo-seq,752584,unknown,unknown,dd36,mycelia,False,False,cpc-3 kinase active mutant
57fe0008,4,Ribo-seq,752584,unknown,unknown,dd32,mycelia,False,False,cpc-3 kinase active mutant
ed3a8b83,4,Ribo-seq,752584,unknown,unknown,dd28,mycelia,False,False,cpc-3 kinase active mutant
b832edcb,4,Ribo-seq,752584,unknown,unknown,dd24,mycelia,False,False,cpc-3 kinase active mutant
abac8147,4,Ribo-seq,752584,unknown,unknown,dd20,mycelia,False,False,cpc-3 kinase active mutant
47305942,4,Ribo-seq,752584,unknown,unknown,dd16,mycelia,False,False,cpc-3 kinase active mutant
50d7e8b0,4,Ribo-seq,752584,unknown,unknown,dd12,mycelia,False,False,cpc-3 kinase active mutant
c8df4595,4,Ribo-seq,752584,unknown,unknown,dd48,mycelia,False,False,cpc-3 knockout
05840ee2,4,Ribo-seq,752584,unknown,unknown,dd44,mycelia,False,False,cpc-3 knockout
5820fb2f,4,Ribo-seq,752584,unknown,unknown,dd40,mycelia,False,False,cpc-3 knockout
74d1a081,4,Ribo-seq,752584,unknown,unknown,dd36,mycelia,False,False,cpc-3 knockout
d967772e,4,Ribo-seq,752584,unknown,unknown,dd32,mycelia,False,False,cpc-3 knockout
8063fbe3,4,Ribo-seq,752584,unknown,unknown,dd28,mycelia,False,False,cpc-3 knockout
bfdb26e0,4,Ribo-seq,752584,unknown,unknown,dd24,mycelia,False,False,cpc-3 knockout
74ff5784,4,Ribo-seq,752584,unknown,unknown,dd20,mycelia,False,False,cpc-3 knockout
d0fe4e1d,4,Ribo-seq,752584,unknown,unknown,dd16,mycelia,False,False,cpc-3 knockout
a024ad79,4,Ribo-seq,752584,unknown,unknown,dd12,mycelia,False,False,cpc-3 knockout
1b3625e6,4,Ribo-seq,752584,unknown,unknown,dd48,mycelia,False,False,frq knockout
2fcebdd3,4,Ribo-seq,752584,unknown,unknown,dd44,mycelia,False,False,frq knockout
3fb367fd,4,Ribo-seq,752584,unknown,unknown,dd40,mycelia,False,False,frq knockout
830dbf98,4,Ribo-seq,752584,unknown,unknown,dd36,mycelia,False,False,frq knockout
43c0645b,4,Ribo-seq,752584,unknown,unknown,dd32,mycelia,False,False,frq knockout
e530dc2e,4,Ribo-seq,752584,unknown,unknown,dd28,mycelia,False,False,frq knockout
cdc66a4d,4,Ribo-seq,752584,unknown,unknown,dd24,mycelia,False,False,frq knockout
f581d5d1,4,Ribo-seq,752584,unknown,unknown,dd20,mycelia,False,False,frq knockout
fa27b40a,4,Ribo-seq,752584,unknown,unknown,dd16,mycelia,False,False,frq knockout
bec236b7,4,Ribo-seq,752584,unknown,unknown,dd12,mycelia,False,False,frq knockout
b1510ed7,4,Ribo-seq,752584,unknown,unknown,dd48,mycelia,False,False,wild-type
d46a4f36,4,Ribo-seq,752584,unknown,unknown,dd44,mycelia,False,False,wild-type
6d9d1a6e,4,Ribo-seq,752584,unknown,unknown,dd40,mycelia,False,False,wild-type
3e620e0a,4,Ribo-seq,752584,unknown,unknown,dd36,mycelia,False,False,wild-type
a9a2e756,4,Ribo-seq,752584,unknown,unknown,dd32,mycelia,False,False,wild-type
281ef57a,4,Ribo-seq,752584,unknown,unknown,dd28,mycelia,False,False,wild-type
d778dc11,4,Ribo-seq,752584,unknown,unknown,dd24,mycelia,False,False,wild-type
de92208c,4,Ribo-seq,752584,unknown,unknown,dd20,mycelia,False,False,wild-type
27c992e0,4,Ribo-seq,752584,unknown,unknown,dd16,mycelia,False,False,wild-type
52dd1470,4,Ribo-seq,752584,unknown,unknown,dd12,mycelia,False,False,wild-type
8da7f81b,4,RNA-seq,748842,unknown,unknown,unknown,ythdf2_fl_cd8t,False,False,unknown
6d927a08,4,RNA-seq,748842,unknown,unknown,unknown,ythdf2_cko_cd8t,False,False,unknown
a4bc6ffd,4,RNA-seq,748710,k562 cell line,actd 8hr,unknown,k562 cell line,False,False,unknown
d1c90d67,4,RNA-seq,748710,k562 cell line,actd 6hr,unknown,k562 cell line,False,False,unknown
ee8da200,4,RNA-seq,748710,k562 cell line,actd 3hr,unknown,k562 cell line,False,False,unknown
a5bd3e65,4,RNA-seq,748710,cord blood cd34+ derived erythroid cells,molnc301b_del overexpression,unknown,cd34+ cell,False,False,unknown
5402d623,4,RNA-seq,748710,cord blood cd34+ derived erythroid cells,molnc301b_m2 overexpression,unknown,cd34+ cell,False,False,unknown
eaf89b93,4,RNA-seq,748710,cord blood cd34+ derived erythroid cells,molnc301b_m1 overexpression,unknown,cd34+ cell,False,False,unknown
d76ac00a,4,RNA-seq,748710,cord blood cd34+ derived erythroid cells,molnc301b_wt overexpression,unknown,cd34+ cell,False,False,unknown
ffca8859,4,RNA-seq,748710,k562 cell line,sh-control vector,unknown,k562 cell line,False,False,unknown
8dd57a2b,4,RNA-seq,738263,unknown,t24-v2,unknown,missing,False,False,unknown
b91d84c9,4,RNA-seq,738263,unknown,t24-ko-m1,unknown,missing,False,False,unknown
eb31fe28,4,RNA-seq,734658,hek293,control,unknown,hek293 eif3 associated ribo-seq control,False,False,hek293
252fce4c,4,RNA-seq,734658,mouse embryonic fibroblasts,control,unknown,mef eif3 associated ribo-seq control,False,False,c57bl/6j
d26f70d4,4,Ribo-seq,734658,mouse embryonic fibroblasts,eif4a1 knockdown,unknown,mef ribo-seq eif4a1 knockdown,False,False,c57bl/6j
514258a5,4,Ribo-seq,734658,mouse embryonic fibroblasts,control,unknown,mef ribo-seq control,False,False,c57bl/6j
f5c11640,4,RNA-seq,734003,unknown,unknown,unknown,hepatocellular carcinoma hepg2 cells,False,False,mettl5 knockout
3110dbbe,4,RNA-seq,734003,unknown,unknown,unknown,hepatocellular carcinoma hepg2 cells,False,False,wild type
91ceb2f1,4,Ribo-seq,725700,unknown,unknown,unknown,panicle,False,False,oryza sativa ssp. indica sy63
3f19fa82,4,Ribo-seq,725700,unknown,unknown,unknown,young leaf,False,False,oryza sativa ssp. indica sy63
cf0309fb,4,Ribo-seq,725700,unknown,unknown,unknown,root,False,False,oryza sativa ssp. indica mh63
851aa9df,4,Ribo-seq,725700,unknown,unknown,unknown,panicle,False,False,oryza sativa ssp. indica mh63
c20a0727,4,Ribo-seq,725700,unknown,unknown,unknown,panicle,False,False,oryza sativa ssp. indica zs97
b61edf68,4,Ribo-seq,725700,unknown,unknown,unknown,young leaf,False,False,oryza sativa ssp. indica zs97
7667bdbb,4,Ribo-seq,725700,unknown,unknown,unknown,root,False,False,oryza sativa ssp. indica sy63
76ac7226,4,Ribo-seq,725700,unknown,unknown,unknown,young leaf,False,False,oryza sativa ssp. indica mh63
61145cb5,4,RNA-seq,722238,hnscc cells,demethylated by alkb; nabh4/aniline induced reduction and cleavage,unknown,hnscc,False,False,mettl1-knockout
6b993c2c,4,RNA-seq,722238,hnscc cells,demethylated by alkb; nabh4/aniline induced reduction and cleavage,unknown,hnscc,False,False,normal
f94c776a,4,RNA-seq,722238,hnscc cells,demethylated by alkb,unknown,hnscc,False,False,mettl1-knockout
877d16ba,4,RNA-seq,722238,hnscc cells,demethylated by alkb,unknown,hnscc,False,False,normal
ba3bba2e,4,Ribo-seq,717063,kyse-30,harringtonine; cycloheximide,unknown,esophagus,False,False,kyse-30
af2da9d4,4,RNA-seq,717063,kyse-30,polyribosome-bound-mrnas isolated,unknown,esophagus,False,False,kyse-30
aa791c93,4,Ribo-seq,715464,unknown,unknown,unknown,ddx3xb mutant+ddx3xb△n 4h ribo-seq,False,False,ddx3xb-/ddx3xb-
d6a32279,4,Ribo-seq,715464,unknown,unknown,unknown,ddx3xb mutant+ddx3xbfl 4h ribo-seq,False,False,ddx3xb-/ddx3xb-
30467156,4,RNA-seq,714407,unknown,unknown,unknown,wt_d. melanogaster ovaries,False,False,wildtype
ce460869,4,RNA-seq,714407,unknown,unknown,unknown,mutant_d. melanogaster ovaries,False,False,rps5b mutant
37d01bfe,4,RNA-seq,713923,unknown,untreated,unknown,neonatal rat ventricular cardiomyocytes,False,False,sprague-dawley
385678e1,4,RNA-seq,713923,unknown,treated with pe for 24 hours,unknown,neonatal rat ventricular cardiomyocytes,False,False,sprague-dawley
ea7f0737,4,RNA-seq,702293,unknown,untreated,unknown,retinal tissue,False,False,wt
16f992a6,4,RNA-seq,702160,hek293,erythromycin,unknown,human embryonic kidney cells,False,False,hek293
713c8cd7,4,RNA-seq,702160,hek293,no erythromycin,unknown,human embryonic kidney cells,False,False,hek293
a28ca665,4,RNA-seq,701262,cell line,unknown,unknown,nih3t3 cells,False,False,unknown
7f8f6ed7,4,Ribo-seq,700841,s2 cells,high ionic lysis buffer,unknown,s2 cells,False,False,unknown
f41be8f6,4,Ribo-seq,694918,cd4 t-cells,unknown,unknown,ribo-seq naïve cd4 t-cells,False,False,b6
bc6b9b54,4,Ribo-seq,694918,cd4 t-cells,unknown,unknown,"ribo-seq activated cd4 t-cells, 72 hours after activation",False,False,b6
5c92a9ed,4,Ribo-seq,694918,cd4 t-cells,unknown,unknown,"ribo-seq activated cd4 t-cells, 48 hours after activation",False,False,b6
736edd08,4,Ribo-seq,694918,cd4 t-cells,unknown,unknown,"ribo-seq activated cd4 t-cells, 20 hours after activation",False,False,b6
09658cbc,4,RNA-seq,694918,cd4 t-cells,unknown,unknown,mrna-sequencing naïve cd4 t-cells,False,False,b6
db1a37b1,4,RNA-seq,694918,cd4 t-cells,unknown,unknown,"mrna-sequencing activated cd4 t-cells, 72 hours after activation",False,False,b6
bd67b845,4,RNA-seq,694918,cd4 t-cells,unknown,unknown,"mrna-sequencing activated cd4 t-cells, 48 hours after activation",False,False,b6
b9da1c85,4,RNA-seq,694918,cd4 t-cells,unknown,unknown,"mrna-sequencing activated cd4 t-cells, 20 hours after activation",False,False,b6
b7b792b8,4,RNA-seq,680357,unknown,unknown,unknown,rabbit reticulocyte lysate,False,False,wt
2d50e50d,4,RNA-seq,674211,cardiomyocyte,unknown,unknown,heart,False,False,wild type genotype
77cb4086,4,"RNA-seq,Ribo-seq",667051,unknown,cycloheximide,unknown,primary human bronchial epithelial cells,True,False,unknown
0782c830,4,RNA-seq,655955,ventricular cardiomyocytes,untreated,unknown,neonatal rat ventricular cardiomyocytes,False,False,sprague-dawley
a7d3b029,4,RNA-seq,655955,ventricular cardiomyocytes,treated with pe for 24 hours,unknown,neonatal rat ventricular cardiomyocytes,False,False,sprague-dawley
7c77bcdd,4,Ribo-seq,648380,unknown,none,unknown,nematodes,False,False,klp-7(gc047[klp-7_codon_optimised]) iii
29e4fe7f,4,Ribo-seq,648380,unknown,none,unknown,nematodes,False,False,csr-1(tm892)/nt1 [unc-?(n754) let-? qis51] (iv;v)
13f8f792,4,RNA-seq,647327,unknown,12 hours ethylene treatment,unknown,whole seedling,False,False,unknown
a347549d,4,RNA-seq,"639716,639554,641624,635830",unknown,unknown,unknown,missing,False,True,unknown
2276320f,4,RNA-seq,641624,hek293t,treated with prmt4 inhibitor,unknown,hek293t cell line,False,False,hek293t
a079f911,4,RNA-seq,641624,hek293t,treated with prmt1 inhibitor,unknown,hek293t cell line,False,False,hek293t
3be3719e,4,RNA-seq,641624,hek293t,treated with dmso,unknown,hek293t cell line,False,False,hek293t
3c4273b6,4,RNA-seq,630259,unknown,unknown,unknown,n2,False,False,n2
0e29a019,4,RNA-seq,630259,unknown,unknown,unknown,rb1579,False,False,rb1579
663ae626,4,RNA-seq,630259,unknown,unknown,unknown,vc2358,False,False,vc2358
2dc544a4,4,RNA-seq,630259,unknown,unknown,unknown,rb1465,False,False,rb1465
41e25ae6,4,Ribo-seq,609216,unknown,none,unknown,his11_egg6_3utr_early_embryos_ribo-seq,False,False,mex-5p::mcherry::his-11::egg-6 3'utr::tbb-2 3'utr
e7e0b8ec,4,Ribo-seq,609216,unknown,none,unknown,his11_tbb2_3utr_early_embryos_ribo-seq,False,False,mex-5p::mcherry::his-11::tbb-2 3'utr::tbb-2 3'utr
3c30e810,4,RNA-seq,604580,h1 es cells,unknown,unknown,mir7-3hg ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
dc13fe9d,4,RNA-seq,604580,h1 es cells,unknown,unknown,sox9-as1 ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
07485eef,4,RNA-seq,604580,h1 es cells,unknown,unknown,lhfpl3-as2 ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
64263993,4,RNA-seq,604580,h1 es cells,unknown,unknown,linc00479 ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
523df390,4,RNA-seq,604580,h1 es cells,unknown,unknown,tunar ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
8f984aba,4,RNA-seq,604580,h1 es cells,unknown,unknown,gata6-as1 ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
6f11baaf,4,RNA-seq,604580,h1 es cells,unknown,unknown,pdx1 ko hescs were differentiated to the pp2 stage,False,False,h1 es cells
4b764aee,4,RNA-seq,604580,h1 es cells,unknown,unknown,linc00261 ko hescs were differentiated to the definitive endoderm stage,False,False,h1 es cells
0cfcf8f3,4,RNA-seq,604580,h1 es cells,unknown,unknown,rp11-445f12.1 ko hescs were differentiated to the definitive endoderm stage,False,False,h1 es cells
34b3af8f,4,RNA-seq,604580,h1 es cells,unknown,unknown,gata6-as1 ko hescs were differentiated to the definitive endoderm stage,False,False,h1 es cells
8968d3e3,4,RNA-seq,604580,h1 es cells,unknown,unknown,unmodified hescs were differentiated to the definitive endoderm stage,False,False,h1 es cells
6a49941a,4,RNA-seq,604580,h1 es cells,unknown,unknown,hescs with bilallelic frameshifts in linc00261 sorf1 were differentiated to the pp2 stage,False,False,h1 es cells
6d4691fc,4,RNA-seq,600267,hek 293t,13 h chikv infection,unknown,whole cell,False,False,hek 293t
87f3a143,4,Ribo-seq,599788,unknown,unknown,unknown,root,False,False,wild type genotype
2aac1486,4,Ribo-seq,599788,unknown,unknown,unknown,root,False,False,nrf1-2 mutant
f4e78668,4,Ribo-seq,599788,unknown,unknown,unknown,root,False,False,nrf1-1 mutant
0c465789,4,Ribo-seq,598453,unknown,unknown,28 hours,culture grown in m9 minimal medium,False,False,bw25113_<delta>rsfs
8e715159,4,Ribo-seq,598453,unknown,unknown,18 hours,culture grown in m9 minimal medium,False,False,bw25113
6b5d21cb,4,Ribo-seq,598453,unknown,unknown,12 hours,culture grown in m9 minimal medium,False,False,bw25113
140eb0ec,4,Ribo-seq,598159,unknown,unknown,unknown,org1,False,False,c57bl/6
453f9f92,4,RNA-seq,591767,u251,unknown,t0,u251_riboseq_t0,False,False,u251
bfba7793,4,RNA-seq,591767,u251,unknown,t0,u251_rnaseq_t0,False,False,u251
6ca2f3b7,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0788
c2cb9872,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0785
45fc499c,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0552
cdc2ac62,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0790
69bb1624,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0789
1e521cf8,4,RNA-seq,548154,unknown,unknown,unknown,whole body,False,False,wja0438
46ece9b1,4,RNA-seq,541924,ne4c,unknown,unknown,ne4c_trim71ko_exp3_rep2,False,False,crl-2925
6993f951,4,RNA-seq,541924,ne4c,unknown,unknown,ne4c_trim71ko_exp3_rep1,False,False,crl-2925
ef97cfb7,4,RNA-seq,541924,ne4c,unknown,unknown,ne4c_wt_exp3_rep2,False,False,crl-2925
fbde3273,4,RNA-seq,541924,ne4c,unknown,unknown,ne4c_wt_exp3_rep1,False,False,crl-2925
30f3dfa0,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71nhl_rep3,False,False,(129xc57bl/6)
56d434f9,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71nhl_rep2,False,False,(129xc57bl/6)
99f52937,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71nhl_rep1,False,False,(129xc57bl/6)
0c4e5066,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ring_rep3,False,False,(129xc57bl/6)
8c24bfdc,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ring_rep2,False,False,(129xc57bl/6)
32862049,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ring_rep1,False,False,(129xc57bl/6)
bc0c13f0,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_rep3,False,False,(129xc57bl/6)
40225c4a,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_rep2,False,False,(129xc57bl/6)
11ea6112,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_rep1,False,False,(129xc57bl/6)
1df294b2,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_rep3,False,False,(129xc57bl/6)
64a4678b,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_rep2,False,False,(129xc57bl/6)
15c73c55,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_rep1,False,False,(129xc57bl/6)
107e4225,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_batch2_rep2,False,False,(129xc57bl/6)
40ebcff1,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_batch2_rep2,False,False,(129xc57bl/6)
74ec3c78,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_batch2_rep1,False,False,(129xc57bl/6)
802758da,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_batch2_rep1,False,False,(129xc57bl/6)
05a4d7e2,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_batch1_rep2,False,False,(129xc57bl/6)
c4ed5044,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_batch1_rep2,False,False,(129xc57bl/6)
b7d182a4,4,RNA-seq,541924,mesc,unknown,unknown,mesc_trim71ko_batch1_rep1,False,False,(129xc57bl/6)
f4a473d1,4,RNA-seq,541924,mesc,unknown,unknown,mesc_wt_batch1_rep1,False,False,(129xc57bl/6)
d1609801,4,RNA-seq,529885,hepg2,unknown,unknown,hepg2,False,False,hepg2
f57fd0b6,4,RNA-seq,527113,huh-7,unknown,unknown,huh-7,False,False,wild type
01b6218e,4,RNA-seq,517458,hepg2,500 ng/ml adr for 24 h,unknown,hepg2,False,False,hepg2
04f606b3,4,RNA-seq,515538,k562,harringtonine,unknown,k562 (human chronic myelogenous leukemia),False,False,k562
a1177178,4,RNA-seq,515538,hela-s3,lactimidomycin,unknown,hela-s3 (human cervix adenocarcinoma),False,False,hela-s3
ac61f5c9,4,RNA-seq,515538,hela-s3,harringtonine,unknown,hela-s3 (human cervix adenocarcinoma),False,False,hela-s3
f1cf183a,4,RNA-seq,515538,hek293t,lactimidomycin,unknown,hek293t (human embryonic kidney),False,False,hek293t
9d8d6928,4,RNA-seq,510796,unknown,avrrpt2 inoculation,unknown,rf-avrrpt2 (r),False,False,rps2 mutant background
32b30237,4,RNA-seq,510796,unknown,mock,unknown,rf-mock (r),False,False,rps2 mutant background
f38b9dfb,4,RNA-seq,510796,unknown,avrrpt2 inoculation,unknown,rs-avrrpt2 (r),False,False,rps2 mutant background
f63bcf40,4,RNA-seq,510796,unknown,mock,unknown,rs-mock (r),False,False,rps2 mutant background
ba92d190,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, ribo_input",False,False,ythdf1-/-
dc7cbf86,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, ribo_input",False,False,wt
881a1182,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, ribo",False,False,ythdf1-/-
0d281dd3,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, ribo",False,False,wt
4dfe1d9c,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, rip_input",False,False,wt
833183c5,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, rip_ip",False,False,wt
916e68dd,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, m6a_input",False,False,ythdf1-/-
8575b7e4,4,RNA-seq,499089,flt3l-dc,unknown,unknown,"flt3l-dc, m6a_input",False,False,wt
