biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,is_cross_modal,is_cross_study,cap_selection_method,fractionation_method,replicate,translation_inhibitor
ba6dbce1,8,RNA-seq,927820,chronic lymphocytic leukemia cell line,NA,unknown,False,False,,,unknown,
6c2d43ad,8,Ribo-seq,926978,mesenchymal stem cells,unknown,unknown,False,False,,unknown,,unknown
dab664f6,8,Ribo-seq,915110,primary myoblast,primary myoblast proliferation,Day 2,False,False,,unknown,,unknown
be21f07f,8,RNA-seq,903814,HCT116,DDX3X_Degron_DMSO,unknown,False,False,,,unknown,
11a676b6,8,RNA-seq,903814,HCT116,DDX3X_Degron_08h,unknown,False,False,,,unknown,
99c30749,8,RNA-seq,903814,HCT116,DDX3X_Degron_04h,unknown,False,False,,,unknown,
85cdb0c3,8,RNA-seq,903814,HCT116,DDX3X_Degron_48h,unknown,False,False,,,unknown,
59350c51,8,RNA-seq,903814,HCT116,DDX3X_Degron_24h,unknown,False,False,,,unknown,
6db40850,8,RNA-seq,903814,HCT116,DDX3X_Degron_16h,unknown,False,False,,,unknown,
275b01af,8,RNA-seq,895374,HEK293 EBNA,none,unknown,False,False,,,unknown,
4f525eea,8,Ribo-seq,885130,HEK293T,G418 + CC-885,unknown,False,False,,unknown,unknown,unknown
7867ba80,8,RNA-seq,871214,Human acute myeloid leukemia (AML) cells,shNS,unknown,False,False,,,,
63796405,8,RNA-seq,871214,Human acute myeloid leukemia (AML) cells,shBP2-2,unknown,False,False,,,,
62f87ba5,8,RNA-seq,871214,Human acute myeloid leukemia (AML) cells,shBP2-1,unknown,False,False,,,,
ba728a2d,8,RNA-seq,852784,MLL-rearranged leukemia,Treated with 2 uM C6,unknown,False,False,,,unknown,
fe35c3c5,8,RNA-seq,852784,MLL-rearranged leukemia,Treated with 0.1% DMSO,unknown,False,False,,,unknown,
59533444,8,"Ribo-seq,RNA-seq",851064,unknown,no treatment,unknown,True,False,,,,
88ba0060,8,RNA-seq,839354,competent cells,CHX,unknown,False,False,,,unknown,
4aa18250,8,RNA-seq,839351,mutant cells,CHX,unknown,False,False,,,unknown,
80d5c90a,8,RNA-seq,839351,mutant cells,none,unknown,False,False,,,unknown,
2c4b0623,8,Ribo-seq,831863,leukemia cell line,unknown,unknown,False,False,,unknown,unknown,unknown
e407d833,8,RNA-seq,809655,based cell,Rosa depletion,unknown,False,False,,,,
79d7fabc,8,RNA-seq,809655,based cell,DIMT1 depletion,unknown,False,False,,,,
d769a72d,8,RNA-seq,803443,Primary mouse cardiac fibroblast,unknown,day 5,False,False,,,unknown,
ce148a04,8,RNA-seq,803443,Primary mouse cardiac fibroblast,unknown,day 0,False,False,,,unknown,
1a6f04b8,8,"Ribo-seq,RNA-seq",801861,HeLa,no treatment,unknown,True,False,,,unknown,
b825f6cb,8,"Ribo-seq,RNA-seq",801130,Human CD14+ monocytes,metoprolol,unknown,True,False,,,unknown,
c96663c0,8,"Ribo-seq,RNA-seq",801130,Human CD14+ monocytes,PBS,unknown,True,False,,,unknown,
bc134060,8,RNA-seq,756018,Fibroblast,TGF-B stimulated and anti-IgG antibody treatment,unknown,False,False,,,unknown,
b67faf4e,8,RNA-seq,756018,Fibroblast,TGF-B stimulated and anti-IL11 antibody treatment,unknown,False,False,,,unknown,
24dcdeb1,8,RNA-seq,756018,Fibroblast,TGF-B stimulated,unknown,False,False,,,unknown,
ab90632b,8,RNA-seq,753487,Molm13,Sh-Speptide,unknown,False,False,,,,
41827d16,8,RNA-seq,753487,Molm13,sh-NC,unknown,False,False,,,,
3f0761ca,8,"Ribo-seq,RNA-seq",751389,iPSC-EC,unknown,unknown,True,False,,unknown,,unknown
fc668d13,8,"Ribo-seq,RNA-seq",751389,iPSC-EC,control,unknown,True,False,,unknown,,unknown
0705fcd8,8,RNA-seq,750636,Overall design: High-throughput sequencing of liver tissue,high fat diet adding betaine (2percent w/v) from week 8,unknown,False,False,,,unknown,
1b464517,8,RNA-seq,750636,Overall design: High-throughput sequencing of liver tissue,high fat diet from week 8,unknown,False,False,,,unknown,
848c4c8d,8,RNA-seq,749295,fibroblasts,sham,unknown,False,False,,,unknown,
ed947747,8,RNA-seq,748710,K562 cell line,molnc301b_del overexpression,unknown,False,False,,,unknown,
125d34d5,8,RNA-seq,748710,K562 cell line,molnc301b_m2 overexpression,unknown,False,False,,,unknown,
0dc60d7a,8,RNA-seq,748710,K562 cell line,molnc301b_m1 overexpression,unknown,False,False,,,unknown,
90115977,8,RNA-seq,748710,K562 cell line,molnc301b_wt overexpression,unknown,False,False,,,unknown,
84567bf7,8,RNA-seq,748710,K562 cell line,empty vector,unknown,False,False,,,unknown,
0c43645c,8,RNA-seq,748710,cord blood CD34+ derived erythroid cells,empty vector,unknown,False,False,,,unknown,
ea97e046,8,RNA-seq,748710,K562 cell line,SMARCA5 knockdown,unknown,False,False,,,unknown,
aecab03d,8,Ribo-seq,743831,neuroblastoma,unknown,unknown,False,False,,unknown,unknown,unknown
6cf94eed,8,RNA-seq,722238,HNSCC cells,demethylated by ALKB; NaBH4/Aniline induced reduction and cleavage,unknown,False,False,,,unknown,
e388964e,8,RNA-seq,722238,HNSCC cells,demethylated by ALKB,unknown,False,False,,,unknown,
2991e41a,8,RNA-seq,717063,esophageal squamous cell carcinoma cell line,demethylated by ALKB,unknown,False,False,,,unknown,
012355e8,8,RNA-seq,717063,esophageal squamous cell carcinoma cell line,unknown,unknown,False,False,,,unknown,
2535aa94,8,RNA-seq,717063,esophageal squamous cell carcinoma cell line,demethylated by ALKB; NaBH4/Aniline induced reduction and cleavage,unknown,False,False,,,unknown,
8cb5c5c2,8,"Ribo-seq,RNA-seq",694918,CD4 T-cells,unknown,unknown,True,False,,unknown,unknown,unknown
d5bfbd16,8,"Ribo-seq,RNA-seq",694918,CD4 T-cells,unknown,72 hours,True,False,,unknown,unknown,unknown
17b22e72,8,"Ribo-seq,RNA-seq",694918,CD4 T-cells,unknown,48 hours,True,False,,unknown,unknown,unknown
b265d24a,8,"Ribo-seq,RNA-seq",694918,CD4 T-cells,unknown,20 hours,True,False,,unknown,unknown,unknown
a4c7ff90,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,48hpi,True,False,,unknown,,unknown
8f928352,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,24hpi,True,False,,unknown,,unknown
c7865cef,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,12hpi,True,False,,unknown,,unknown
e842c0d0,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,6hpi,True,False,,unknown,,unknown
c324fef3,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,2hpi,True,False,,unknown,,unknown
81919af6,8,"Ribo-seq,RNA-seq",667051,epithelial cells,Cycloheximide+Harringtonine,unknown,True,False,,unknown,,unknown
4ba35154,8,"Ribo-seq,RNA-seq",661558,MEFs (mouse embryonic fibroblasts),unknown,unknown,True,False,,,,
d43324f7,8,RNA-seq,649449,unknown,RIP,unknown,False,False,,,1,
c307eb7e,8,Ribo-seq,647736,SU-DHL-4,"DMSO 0.1%, 30 min. 37C",unknown,False,False,,unknown,unknown,unknown
ec4217e9,8,Ribo-seq,647736,HBL-1,harringtonine (DMSO dissolved) 5 g/ml 30 min. 37C,unknown,False,False,,unknown,unknown,unknown
618b9309,8,Ribo-seq,647736,HBL-1,"DMSO 0.1%, 30 min. 37C",unknown,False,False,,unknown,unknown,unknown
1eb07e8f,8,Ribo-seq,647736,DoHH2,harringtonine (DMSO dissolved) 5 g/ml 30 min. 37C,unknown,False,False,,unknown,unknown,unknown
969d0079,8,Ribo-seq,647736,DoHH2,"DMSO 0.1%, 30 min. 37C",unknown,False,False,,unknown,unknown,unknown
950877f5,8,Ribo-seq,647736,SU-DHL-4,harringtonine (DMSO dissolved) 5 g/ml 30 min. 37C,unknown,False,False,,unknown,unknown,unknown
7fe33e88,8,RNA-seq,647327,unknown,4 hours ethylene treatment,unknown,False,False,,,,
79e364ab,8,RNA-seq,647327,unknown,30 minutes ethylene treatment,unknown,False,False,,,,
310eaff8,8,RNA-seq,647327,unknown,24 hours ethylene treatment,24 h,False,False,,,,
812ea386,8,RNA-seq,647327,unknown,1 hour ethylene treatment,1 h,False,False,,,,
d8a57562,8,RNA-seq,647327,unknown,15 minutes ethylene treatment,unknown,False,False,,,,
2b5ed1f1,8,RNA-seq,647327,unknown,0 hours control,0 h,False,False,,,,
d03589eb,8,RNA-seq,647327,unknown,0 hours ethylene treatment,0 h,False,False,,,,
fd35d5c0,8,Ribo-seq,645135,We demonstrate that SMN binds to ribosomes and that this interaction is tissue,control,unknown,False,False,,unknown,,unknown
4189e835,8,"Ribo-seq,RNA-seq",639554,unknown,1 hour mock,unknown,True,False,,unknown,,unknown
4669dc69,8,"Ribo-seq,RNA-seq",639554,unknown,30 minutes IAA,unknown,True,False,,unknown,,unknown
921589d3,8,"Ribo-seq,RNA-seq",639554,unknown,30 minutes mock,unknown,True,False,,unknown,,unknown
f4f4f9aa,8,"Ribo-seq,RNA-seq",639554,unknown,15 minutes IAA,unknown,True,False,,unknown,,unknown
4c79056f,8,"Ribo-seq,RNA-seq",639554,unknown,1 hour IAA,unknown,True,False,,unknown,,unknown
15782f95,8,"Ribo-seq,RNA-seq",639554,unknown,15 minutes mock,unknown,True,False,,unknown,,unknown
acc75d03,8,RNA-seq,634994,glial,control,unknown,False,False,,,unknown,
36754ee7,8,RNA-seq,630973,bacterial cells,Control (untreated),unknown,False,False,,,unknown,
c3a4dd2a,8,RNA-seq,630973,bacterial cells,Apidaecin,unknown,False,False,,,unknown,
4b6c8398,8,"Ribo-seq,RNA-seq",630259,unknown,unknown,90 min,True,False,,,,
eb4ae348,8,"Ribo-seq,RNA-seq",630259,unknown,unknown,60 min,True,False,,,,
b683d4a9,8,"Ribo-seq,RNA-seq",630259,unknown,unknown,15 min,True,False,,,,
63e4c8b4,8,"Ribo-seq,RNA-seq",627881,Human cells,control,unknown,True,False,,unknown,,unknown
0064933f,8,RNA-seq,612239,THP1,unknown,unknown,False,False,,,,
9a12c6f9,8,RNA-seq,612239,THP1,control,unknown,False,False,,,,
79f44987,8,"Ribo-seq,RNA-seq",589466,Flp-In T-REx 293 Cell,control,unknown,True,False,,,,
ec1a0c1f,8,"Ribo-seq,RNA-seq",543399,unknown,TAC surgery 2w,unknown,True,False,,unknown,unknown,unknown
0f484816,8,RNA-seq,515538,Human Embryonic Kidney,Thapsigargin,unknown,False,False,,,unknown,
1ebda8bd,8,RNA-seq,515538,Human Embryonic Kidney,Tunicamycin,unknown,False,False,,,unknown,
074f1656,8,RNA-seq,515538,Human Embryonic Kidney,DMSO,unknown,False,False,,,unknown,
5cb3ba88,8,"Ribo-seq,RNA-seq","480788,480786",fibroblasts,Si-eIF1A (X+18) transfection,unknown,True,True,,,unknown,
271b9092,8,"Ribo-seq,RNA-seq","480788,480786",fibroblasts,Si-Negative control transfection,unknown,True,True,,,unknown,
024dc146,8,Ribo-seq,478730,Vero E6,unknown,24,False,False,,unknown,unknown,unknown
38f44bcb,8,"Ribo-seq,RNA-seq",459526,the cell,LacZ expression was induced with Isopropyl -D-1-thiogalactopyranoside (IPTG),unknown,True,False,,unknown,,unknown
25f3b7ba,8,"Ribo-seq,RNA-seq",459526,the cell,gene10-lacZ expression was induced with Isopropyl -D-1-thiogalactopyranoside (IPTG),unknown,True,False,,unknown,,unknown
c3df1b9a,8,RNA-seq,403993,Fetus derived cell line from female human embryonic kidney,THAP (1µM) for 1.5hr,unknown,False,False,,,unknown,
99f2cd21,8,"Ribo-seq,RNA-seq","395016,371312",unknown,high light,3,True,True,,,unknown,
60484401,8,"Ribo-seq,RNA-seq","395016,371312",unknown,high light,0,True,True,,,unknown,
a7046069,8,RNA-seq,389599,BMDM,unknown,6hrs,False,False,,,unknown,
8dde0739,8,RNA-seq,389599,BMDM,unknown,2hrs,False,False,,,unknown,
878d8aad,8,RNA-seq,389599,BMDM,unknown,1hr,False,False,,,unknown,
784969c1,8,RNA-seq,389599,BMDM,unknown,0hr,False,False,,,unknown,
3b67acb3,8,RNA-seq,379292,MCF7,CPT,unknown,False,False,,,,
da980ca2,8,RNA-seq,297039,E14 ESC,control,unknown,False,False,,,unknown,
ef598027,8,Ribo-seq,266079,from cells,control,unknown,False,False,,unknown,,unknown
bf4bc263,8,RNA-seq,182756,BJ cells,Quiescence induced by serum depletion,unknown,False,False,,,unknown,
20efe26b,7,RNA-seq,"1122590,747022,1123824,770675,793438,676161,760480",the cells,unknown,unknown,False,True,,,unknown,
7a2781f1,7,RNA-seq,"182756,196335",primary BJ fibroblast cells,unknown,unknown,False,True,,,unknown,
2ae06173,6,RNA-seq,1282121,unknown,"embryos, +CHX, 3 days",unknown,False,False,,,,
847ea3c0,6,RNA-seq,1282121,unknown,"embryos, no CHX, 2 days",unknown,False,False,,,,
869b30fb,6,RNA-seq,1137264,eIF6-N106S,MUT,unknown,False,False,,,unknown,
f179ceef,6,RNA-seq,1137264,Wt,Wt,unknown,False,False,,,unknown,
83b55c93,6,RNA-seq,1137263,HCT116,MUT,unknown,False,False,,,unknown,
804bff19,6,RNA-seq,1129072,Wildtype,unknown,unknown,False,False,,,unknown,
3a2730fb,6,RNA-seq,1129072,Mutant,unknown,unknown,False,False,,,unknown,
88e9e4b0,6,Ribo-seq,1123824,H26,digested with MNR,unknown,False,False,,unknown,,unknown
08954d00,6,Ribo-seq,1123824,H26,digested with MNA,unknown,False,False,,unknown,,unknown
5d0129c8,6,RNA-seq,1122518,cranial neural crest cells,0.4 μM DOX,unknown,False,False,,,,
6c91dc63,6,RNA-seq,1122518,cranial neural crest cells,no treatment,unknown,False,False,,,,
2ec3e6c9,6,RNA-seq,1098023,unknown,heat stress,unknown,False,False,,,unknown,
80fc65af,6,RNA-seq,"1076512,1076517",which cells,unknown,unknown,False,True,,,unknown,
b0928b33,6,Ribo-seq,1063244,human alveolar epithelium cells,PR8 virus infection,unknown,False,False,,unknown,,unknown
e7bfb669,6,Ribo-seq,1063244,human alveolar epithelium cells,Mock treatment,unknown,False,False,,unknown,,unknown
adbf4f8c,6,Ribo-seq,1040202,iWAT preadipocyte,Beige adipocyte differentiation induction media,8 days differentiation,False,False,,unknown,,unknown
0ccdb4ac,6,Ribo-seq,1040202,iWAT preadipocyte,Beige adipocyte differentiation induction media,4 days differentiation,False,False,,unknown,,unknown
9855a99c,6,Ribo-seq,1040202,iWAT preadipocyte,None,None,False,False,,unknown,,unknown
b7fd92fd,6,RNA-seq,"1028977,1028978",Human embryonic kidney,SRα siRNA,unknown,False,True,,,unknown,
7422ea38,6,RNA-seq,"1028977,1028978",Human embryonic kidney,control siRNA,unknown,False,True,,,unknown,
9e969863,6,RNA-seq,978085,HEK293T,plus_preQ1_plus_PNK,unknown,False,False,,,unknown,
128324ba,6,RNA-seq,978085,HEK293T,minus_preQ1_plus_PNK,unknown,False,False,,,unknown,
4c0a44ed,6,RNA-seq,978085,HEK293T,plus_preQ1_minus_PNK,unknown,False,False,,,unknown,
e23594a1,6,RNA-seq,978085,BMDC,00nM_preQ1_plus_100nM_Q,unknown,False,False,,,unknown,
3860ed10,6,RNA-seq,978085,BMDC,100nM_preQ1,unknown,False,False,,,unknown,
fc83de16,6,RNA-seq,978085,HEK293T,minus_preQ1_minus_PNK,unknown,False,False,,,unknown,
e4e0c662,6,RNA-seq,978085,BMDC,no_treatment_control_0Q,unknown,False,False,,,unknown,
c60ce8e5,6,RNA-seq,978085,BMDC,100nM_Q,unknown,False,False,,,unknown,
83cf7b1d,6,RNA-seq,972712,skin melanoma,Q depleted medium for 24h,unknown,False,False,,,unknown,
048168ca,6,RNA-seq,972712,skin melanoma,control medium for 24h,unknown,False,False,,,unknown,
0fe809cc,6,RNA-seq,972712,skin melanoma,DMSO for 24h,unknown,False,False,,,unknown,
29a0afe6,6,RNA-seq,972712,skin melanoma,MAPK inhibitors for 24h,unknown,False,False,,,unknown,
6b362bdb,6,RNA-seq,957283,BT20 cells,treatment with Dox for 12 hours,unknown,False,False,,,,
b4047a83,6,RNA-seq,957283,BT20 cells,nontreated,unknown,False,False,,,,
f9c541ac,6,RNA-seq,954956,antigen-presenting cells,untreated,unknown,False,False,,,unknown,
a137b4ca,6,RNA-seq,954956,antigen-presenting cells,liposome,unknown,False,False,,,unknown,
9173356e,6,RNA-seq,954956,antigen-presenting cells,linearRNA,unknown,False,False,,,unknown,
24db7584,6,RNA-seq,954956,antigen-presenting cells,circRNA,unknown,False,False,,,unknown,
b52195a9,6,RNA-seq,947526,Human neural progenitor,Pro-TGG-2-1 upstream edit CRISPR,unknown,False,False,,,,
98c87b2b,6,RNA-seq,947526,Human embryonic kidney,WT,unknown,False,False,,,,
234056ee,6,RNA-seq,906951,near-haploid derivative of KBM-7,6 kJ/m2 UVA,unknown,False,False,,,,
deca2698,6,RNA-seq,906951,near-haploid derivative of KBM-7,none,unknown,False,False,,,,
df951936,6,RNA-seq,906951,near-haploid derivative of KBM-7,5 uM 4SU and 6 kJ/m2 UVA,unknown,False,False,,,,
718ffc1a,6,RNA-seq,906951,near-haploid derivative of KBM-7,5 uM 4SU,unknown,False,False,,,,
e82416c3,6,RNA-seq,860962,unknown,oncocin 50 µM,unknown,False,False,,,unknown,
bb452ca2,6,RNA-seq,860962,unknown,retapamulin 12.5 µg/ml,unknown,False,False,,,unknown,
b5dcc305,6,RNA-seq,860962,unknown,chloramphenicol,unknown,False,False,,,unknown,
d6f03680,6,RNA-seq,852784,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),unknown,False,False,,,unknown,
18f65a1d,6,RNA-seq,852784,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),unknown,False,False,,,unknown,
9b08f554,6,RNA-seq,852784,Cell Line,48 Hour treatment with 0.2% DMSO,unknown,False,False,,,unknown,
e74aaed3,6,RNA-seq,852784,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,unknown,False,False,,,unknown,
87671e2d,6,RNA-seq,852784,MLL-rearranged leukemia,48 Hour treatment with either 0.1% DMSO,unknown,False,False,,,unknown,
3368b892,6,Ribo-seq,850795,myoblasts,DOX+IFNg,unknown,False,False,,unknown,,unknown
d43111e2,6,Ribo-seq,850795,myoblasts,DOX,unknown,False,False,,unknown,,unknown
f97cb29b,6,Ribo-seq,850795,myoblasts,IFNg,unknown,False,False,,unknown,,unknown
fdaf6bd9,6,Ribo-seq,850795,myoblasts,untreated,unknown,False,False,,unknown,,unknown
ebcebcd8,6,"Ribo-seq,RNA-seq",816171,liver cancer cells,unknown,unknown,True,False,,unknown,unknown,unknown
9cb3f37f,6,RNA-seq,789173,living cells,treated with 1000nM scrambled PNA,unknown,False,False,,,unknown,
e3c2c1a7,6,RNA-seq,789173,living cells,treated with 1000nM acpP PNA,unknown,False,False,,,unknown,
8086061b,6,RNA-seq,789173,living cells,treated with 250nM acpP PNA,unknown,False,False,,,unknown,
e54cda65,6,RNA-seq,789173,living cells,treated with 63nM acpP PNA,unknown,False,False,,,unknown,
f1859c38,6,RNA-seq,789173,living cells,treated with 16nM acpP PNA,unknown,False,False,,,unknown,
17108132,6,RNA-seq,789173,living cells,treated with 5nM acpP PNA,unknown,False,False,,,unknown,
e3d3c1d4,6,RNA-seq,789173,living cells,treated with 0.5nM acpP PNA,unknown,False,False,,,unknown,
0a64d3eb,6,RNA-seq,773909,hASC,unknown,unknown,False,False,,,unknown,
6dddeee8,6,RNA-seq,770523,U251-MG,unknown,unknown,False,False,,,unknown,
49ff3ae5,6,RNA-seq,770523,U87-MG,unknown,unknown,False,False,,,unknown,
cdb4f90d,6,RNA-seq,756018,HUVEC,untreated,unknown,False,False,,,unknown,
8e314d82,6,Ribo-seq,755296,epithelial cell,exposed to PM2.5 for 24h,unknown,False,False,,unknown,unknown,unknown
2b2af2a7,6,Ribo-seq,755296,epithelial cell,untreated,unknown,False,False,,unknown,unknown,unknown
ed840f5e,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 4 h,unknown,False,False,,,unknown,
bf714a01,6,RNA-seq,740301,skeletal muscle myoblast,untreated,unknown,False,False,,,unknown,
9465a30f,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 14 h,unknown,False,False,,,unknown,
bc27f70c,6,RNA-seq,740301,skeletal muscle myoblast,treated with doxycycline for 8 h,unknown,False,False,,,unknown,
c5a728dd,6,Ribo-seq,700841,S2 cells,low ionic lysis buffer,unknown,False,False,,unknown,unknown,unknown
095f6521,6,RNA-seq,649449,unknown,Oxidation,unknown,False,False,,,,
77758946,6,RNA-seq,"649003,648998",RAW264.7,"LPS, 16 h",unknown,False,True,,,unknown,
c65eb814,6,RNA-seq,"649003,648998",RAW264.7,LPS 90 min,unknown,False,True,,,unknown,
6936471c,6,RNA-seq,"649003,648998",RAW264.7,LPS 75 min,unknown,False,True,,,unknown,
942d1e55,6,RNA-seq,"649003,648998",RAW264.7,"LPS, 60 min",unknown,False,True,,,unknown,
aeba2980,6,RNA-seq,"649003,648998",RAW264.7,"LPS, 45 min",unknown,False,True,,,unknown,
f457e1e3,6,RNA-seq,"649003,648998",RAW264.7,"LPS, 30 min",unknown,False,True,,,unknown,
71ef4a4b,6,RNA-seq,"649003,648998",RAW264.7,"LPS, 15 min",unknown,False,True,,,unknown,
da38f6c3,6,RNA-seq,"649002,648998",RAW264.7,"4sU, 120 min",unknown,False,True,,,unknown,
1ce26726,6,RNA-seq,"649002,648998",RAW264.7,"4sU, 90 min",unknown,False,True,,,unknown,
b17df6dc,6,RNA-seq,"649002,648998",RAW264.7,"4sU, 60 min",unknown,False,True,,,unknown,
7f3afee1,6,Ribo-seq,634994,neuron,harringtonine_30s,unknown,False,False,,unknown,unknown,unknown
a02fb0d4,6,Ribo-seq,634994,neuron,harringtonine_15s,unknown,False,False,,unknown,unknown,unknown
9ec6f28e,6,Ribo-seq,634994,neuron,harringtonine_150s,unknown,False,False,,unknown,unknown,unknown
e82d97ca,6,Ribo-seq,634994,neuron,harringtonine_90s,unknown,False,False,,unknown,unknown,unknown
fb350dae,6,Ribo-seq,634994,neuron,harringtonine_45s,unknown,False,False,,unknown,unknown,unknown
dc2ff937,6,RNA-seq,622261,PLC stem cells,None,unknown,False,False,,,unknown,
dd6a2b2a,6,RNA-seq,622261,Normal PLC cells,None,unknown,False,False,,,unknown,
2fc03f6e,6,RNA-seq,602407,C4-2,unknown,unknown,False,False,,,unknown,
94d3a853,6,RNA-seq,561206,murine cell,unknown,12 days,False,False,,,unknown,
7a6db0f5,6,RNA-seq,561206,murine cell,unknown,9 days,False,False,,,unknown,
ae541756,6,RNA-seq,561206,murine cell,unknown,7 days,False,False,,,unknown,
158b00b3,6,RNA-seq,470579,stem cell,Mock miRNA methyl RNA control total,unknown,False,False,,,unknown,
1df3a184,6,RNA-seq,470579,stem cell,Differentiated Total RNA,unknown,False,False,,,unknown,
f4ccd7a2,6,RNA-seq,470579,stem cell,Differentiated Polysome-associated RNA,unknown,False,False,,,unknown,
cfe4b7db,6,RNA-seq,470579,stem cell,Stem Total RNA,unknown,False,False,,,unknown,
7113de87,6,RNA-seq,470579,stem cell,Stem Polysome-associated RNA,unknown,False,False,,,unknown,
ff19d489,6,RNA-seq,470579,stem cell,Differentiated Methyl RNA Control,unknown,False,False,,,unknown,
641bd765,6,RNA-seq,470579,stem cell,Differentiated Methyl RNA IP,unknown,False,False,,,unknown,
ef32f4ba,6,RNA-seq,470579,stem cell,Stem Methyl RNA Control Total,unknown,False,False,,,unknown,
dd8b8fdc,6,RNA-seq,470579,stem cell,Stem Methyl RNA IP,unknown,False,False,,,unknown,
ccb387aa,6,RNA-seq,278390,U2OS,Myc activation (36 hr),unknown,False,False,,,,
afca11f8,6,RNA-seq,278390,U2OS,control,unknown,False,False,,,,
905b90ad,6,RNA-seq,182756,BJ cells,pre-senescence; 5 dys after RASG12V induction,unknown,False,False,,,unknown,
ad2533b2,5,"Ribo-seq,RNA-seq",1222576,translocated cell,unknown,unknown,True,False,,,unknown,
8488d52b,5,RNA-seq,"998457,998462,998463,998460,998461",of cells,unknown,unknown,False,True,,,unknown,
58cb1d71,5,RNA-seq,"947527,947524,947525,947526,947523",among cell,unknown,unknown,False,True,,,unknown,
9bf63576,5,RNA-seq,"459526,624906,297039,945876",the cell,unknown,unknown,False,True,,,unknown,
d4c2f7cf,5,RNA-seq,885130,mammalian cells,unknown,3 to 4 hour,False,False,,,unknown,
840188f6,5,RNA-seq,"752584,630709,704316",,unknown,unknown,False,True,,,unknown,
654b26d7,5,"Ribo-seq,RNA-seq","262909,720396",,unknown,unknown,True,True,,,unknown,
fbf10885,4,RNA-seq,1230555,other cells,unknown,unknown,False,False,,,unknown,
210ebbd8,4,RNA-seq,1230555,other cells,control,unknown,False,False,,,unknown,
0a0ac441,4,RNA-seq,1228532,HeLa cells,DNMT1 knockdown,unknown,False,False,,,unknown,
e62c402e,4,RNA-seq,1228532,HeLa cells,mock,unknown,False,False,,,unknown,
abf430cd,4,RNA-seq,1187475,ccRCC,empty vector,unknown,False,False,,,unknown,
57d628ff,4,RNA-seq,1187475,ccRCC,overexpressing PHYHD1 (MT),unknown,False,False,,,unknown,
66457b3e,4,RNA-seq,1187475,ccRCC,WT,unknown,False,False,,,unknown,
07801da2,4,RNA-seq,1160843,epithelial,transfected with empty vector,unknown,False,False,,,,
e8c4b482,4,RNA-seq,1160843,epithelial,transfected with sup-tRNA,unknown,False,False,,,,
9021ed3f,4,Ribo-seq,1144916,Colon epithelial cancer cell,TRMT61A knockout,unknown,False,False,,unknown,unknown,unknown
f07ad17b,4,Ribo-seq,1144916,Colon epithelial cancer cell,WT,unknown,False,False,,unknown,unknown,unknown
331211d7,4,RNA-seq,1137263,HCT116,Wt,unknown,False,False,,,unknown,
8ca31524,4,RNA-seq,"743831,918680,1136820,918681",infected cells,unknown,unknown,False,True,,,unknown,
60dffcba,4,RNA-seq,1122590,the cells,10C 3h 4C 3d,5 d,False,False,,,,
7c05c84e,4,RNA-seq,1122590,the cells,10C 3h 4C 3d,3 d,False,False,,,,
487df6fc,4,RNA-seq,1122590,the cells,10C 3h 4C 1d,1 d,False,False,,,,
2600692f,4,RNA-seq,1122590,the cells,10C 3h,unknown,False,False,,,,
c8472275,4,RNA-seq,1122590,the cells,20C,unknown,False,False,,,,
39fcd5ab,4,RNA-seq,1121290,Caco-2,undifferentiated,unknown,False,False,,,,
2f519b7f,4,RNA-seq,1121290,Caco-2,"differentiated, control",unknown,False,False,,,,
88af7c72,4,RNA-seq,1121290,Caco-2,"differentiated, micelles without lipid",unknown,False,False,,,,
877cfb59,4,RNA-seq,1121290,Caco-2,"differentiated, lipid micelles",unknown,False,False,,,,
e4d76ee1,4,RNA-seq,1121289,PBMC,NA,unknown,False,False,,,unknown,
caeb52ba,4,RNA-seq,1121289,Caco-2,NA,unknown,False,False,,,unknown,
b6ee513b,4,RNA-seq,1121289,CCD-18Co,NA,unknown,False,False,,,unknown,
d7f06236,4,RNA-seq,1121289,HCEC-1CT,NA,unknown,False,False,,,unknown,
8d1d6dec,4,RNA-seq,1112384,Embryonic stem cells,PD treatment,unknown,False,False,,,unknown,
bc802aba,4,RNA-seq,1112384,Embryonic stem cells,DMSO treatment,unknown,False,False,,,unknown,
482b32a4,4,RNA-seq,1083527,pancreatic adenocarcinoma cells,unknown,unknown,False,False,,,unknown,
95c2f0f4,4,RNA-seq,1083527,pancreatic adenocarcinoma cells,control,unknown,False,False,,,unknown,
05a083e9,4,RNA-seq,"1080485,1080500,1080484,1080486",governing cell,unknown,unknown,False,True,,,unknown,
