biogroup_id,sample_count,sequencing_types,study_sources,cell_type,treatment,timepoint,is_cross_modal,is_cross_study,cap_selection_method,fractionation_method,replicate,translation_inhibitor
06c46edd,2,RNA-seq,1075071,Human embryonic kidney,HEK293T cells were plated in 15 cm dishes and co-transfected with pCMV-Nes--chPylRSIPYE (TetRS)TetRS-12*(U6-CM15CGA) with without pEGFP-mCherry-T2A-EGFP-151TCG in the presence of TetBu.,unknown,False,False,,,unknown,
9fb32d12,2,RNA-seq,"1028977,1028978",HEK293T cell,unknown,unknown,False,True,,,unknown,
928962cd,2,RNA-seq,1011928,cardiomyocyte,COX8-AGO2,unknown,False,False,,,unknown,
84722a38,2,RNA-seq,1011928,cardiomyocyte,GFP,unknown,False,False,,,unknown,
3247b478,2,RNA-seq,978085,NA,plusDM_minusIO4,unknown,False,False,,,unknown,
ae7c0ab5,2,RNA-seq,978085,NA,plusDM_plusIO4,unknown,False,False,,,unknown,
9f369520,2,RNA-seq,978085,NA,minusDM_minusIO4,unknown,False,False,,,unknown,
12c517d5,2,RNA-seq,978085,NA,minusDM_plusIO4,unknown,False,False,,,unknown,
510fb3ee,2,RNA-seq,"978024,978023",HKCI2 cell,unknown,unknown,False,True,,,unknown,
3cb56511,2,RNA-seq,951361,oocytes,anti-ac4C,unknown,False,False,,,unknown,
556292c5,2,RNA-seq,951361,oocytes,anti-IgG,unknown,False,False,,,unknown,
bf81508b,2,Ribo-seq,947525,Human induced pluripotent stem cell,100 ug/ml CHX,unknown,False,False,,unknown,1,unknown
a974a1c6,2,RNA-seq,940452,unknown,RPFs with rRNA depletion,unknown,False,False,,,unknown,
72b75c8e,2,RNA-seq,940452,unknown,RPFs without rRNA depletion,unknown,False,False,,,unknown,
306cc601,2,RNA-seq,940452,unknown,RPFs treated with rRNA depletion version 2,unknown,False,False,,,unknown,
1f38be43,2,RNA-seq,940452,unknown,RPFs treated with rRNA depletion version 1,unknown,False,False,,,unknown,
f11cee0d,2,RNA-seq,940452,unknown,RPFs generated using 550 U RNaseI,unknown,False,False,,,unknown,
30b0382d,2,RNA-seq,940452,unknown,RPFs generated using 400 U RNaseI,unknown,False,False,,,unknown,
e17d0429,2,RNA-seq,940452,unknown,RPFs generated using 250 U RNaseI,unknown,False,False,,,unknown,
19ccab0d,2,RNA-seq,940452,unknown,RPFs generated using 125 U RNaseI,unknown,False,False,,,unknown,
30760419,2,RNA-seq,940452,unknown,RPFs generated using 62.5 U RNaseI,unknown,False,False,,,unknown,
1b5dc757,2,RNA-seq,940452,unknown,RPFs generated using 300 U MNase,unknown,False,False,,,unknown,
846e6b45,2,RNA-seq,940452,unknown,RPFs generated using 150 U MNase,unknown,False,False,,,unknown,
eee8e2ac,2,RNA-seq,940452,unknown,RPFs generated using 75 U MNase,unknown,False,False,,,unknown,
9c17214b,2,RNA-seq,"926487,926112",knockout cells,unknown,unknown,False,True,,,unknown,
de8f0fad,2,RNA-seq,923627,cancer cell line,NA,72 hours,False,False,,,unknown,
8899b296,2,RNA-seq,913568,HepG2,HepG2 RNA-seq TIAR knockdown,unknown,False,False,,,unknown,
560a8b8f,2,RNA-seq,913568,HepG2,HepG2 RNA-seq control,unknown,False,False,,,unknown,
5d11f693,2,Ribo-seq,913568,HepG2,HepG2 Ribo-seq TIAR knockdown,unknown,False,False,,unknown,unknown,unknown
85fcb63b,2,Ribo-seq,913568,HepG2,HepG2 Ribo-seq control,unknown,False,False,,unknown,unknown,unknown
ab0544fe,2,Ribo-seq,906650,or cell,uORF_Mut,unknown,False,False,,unknown,unknown,unknown
7d842228,2,Ribo-seq,906650,or cell,WT,unknown,False,False,,unknown,unknown,unknown
25467f2a,2,Ribo-seq,906650,or cell,uORF_Type2_IP,unknown,False,False,,unknown,unknown,unknown
6add2d14,2,Ribo-seq,906650,or cell,uORF_Type1_IP,unknown,False,False,,unknown,unknown,unknown
3c69d7c2,2,Ribo-seq,906650,or cell,uORF_free_IP,unknown,False,False,,unknown,unknown,unknown
6dec2299,2,Ribo-seq,906650,or cell,uORF_Type2_Total,unknown,False,False,,unknown,unknown,unknown
48952b20,2,Ribo-seq,906650,or cell,uORF_Type1_Total,unknown,False,False,,unknown,unknown,unknown
bc0f2941,2,Ribo-seq,906650,or cell,uORF_free_Total,unknown,False,False,,unknown,unknown,unknown
6230ab97,2,RNA-seq,895374,HEK293 EBNA,untreated,unknown,False,False,,,unknown,
5a047219,2,RNA-seq,862448,Non-small cell lung cancer,DMSO,unknown,False,False,,,unknown,
e5ab2e21,2,RNA-seq,862448,Non-small cell lung cancer,DMSO,96 h,False,False,,,unknown,
8fe31a6a,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-DMSO-replicate3,unknown,False,False,,,unknown,
ccf7978e,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-DMSO-replicate2,unknown,False,False,,,unknown,
cc9edff2,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-DMSO-replicate1,unknown,False,False,,,unknown,
c9cbdb3e,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-NAI-replicate3,unknown,False,False,,,unknown,
49719f4f,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-NAI-replicate2,unknown,False,False,,,unknown,
0e461256,2,RNA-seq,852547,unknown,In-vitro-SHAPE-MaP-NAI-replicate1,unknown,False,False,,,unknown,
bb01fe49,2,RNA-seq,852547,unknown,RNA-sequencing-elf18-replicate3,unknown,False,False,,,unknown,
a130d2d3,2,RNA-seq,852547,unknown,RNA-sequencing-elf18-replicate2,unknown,False,False,,,unknown,
44c3889a,2,RNA-seq,852547,unknown,RNA-sequencing-elf18-replicate1,unknown,False,False,,,unknown,
85bb67e7,2,RNA-seq,852547,unknown,RNA-sequencing-mock-replicate3,unknown,False,False,,,unknown,
90bee03e,2,RNA-seq,852547,unknown,RNA-sequencing-mock-replicate2,unknown,False,False,,,unknown,
50019603,2,RNA-seq,852547,unknown,RNA-sequencing-mock-replicate1,unknown,False,False,,,unknown,
064bced2,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-NAI-replicate3,unknown,False,False,,,unknown,
d1e13b59,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-NAI-replicate4,unknown,False,False,,,unknown,
93f6af71,2,RNA-seq,852547,unknown,Ribosome-sequencing-elf18-replicate1,unknown,False,False,,,unknown,
e4d598cf,2,RNA-seq,852547,unknown,Ribosome-sequencing-elf18-replicate2,unknown,False,False,,,unknown,
4faf04b2,2,RNA-seq,852547,unknown,Ribosome-sequencing-elf18-replicate3,unknown,False,False,,,unknown,
9e809628,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-DMSO-replicate3,unknown,False,False,,,unknown,
bba127d5,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-DMSO-replicate2,unknown,False,False,,,unknown,
583388f5,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-DMSO-replicate1,unknown,False,False,,,unknown,
a0400bb6,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-NAI-replicate4,unknown,False,False,,,unknown,
c0835b99,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-NAI-replicate3,unknown,False,False,,,unknown,
ca19627f,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-NAI-replicate2,unknown,False,False,,,unknown,
a07e9fd1,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-NAI-replicate1,unknown,False,False,,,unknown,
827026bd,2,RNA-seq,852547,unknown,Ribosome-sequencing-mock-replicate2,unknown,False,False,,,unknown,
f6867e5b,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-DMSO-replicate1,unknown,False,False,,,unknown,
33df6cc5,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-DMSO-replicate2,unknown,False,False,,,unknown,
3812fe99,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-DMSO-replicate3,unknown,False,False,,,unknown,
466af902,2,RNA-seq,852547,unknown,SHAPE-MaP-elf18-DMSO-replicate4,unknown,False,False,,,unknown,
cd0cfb0b,2,RNA-seq,852547,unknown,Ribosome-sequencing-mock-replicate3,unknown,False,False,,,unknown,
69ae532d,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-NAI-replicate2,unknown,False,False,,,unknown,
76ed177a,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-NAI-replicate1,unknown,False,False,,,unknown,
e5f1fd7f,2,RNA-seq,852547,unknown,SHAPE-MaP-Mock-DMSO-replicate4,unknown,False,False,,,unknown,
fcf74651,2,RNA-seq,852547,unknown,Ribosome-sequencing-mock-replicate1,unknown,False,False,,,unknown,
6b604583,2,RNA-seq,"656190,848829",myeloma cells,unknown,unknown,False,True,,,unknown,
807787de,2,RNA-seq,842067,S2,control,unknown,False,False,,,unknown,
90eae491,2,RNA-seq,839354,competent cells,Control - Mock,unknown,False,False,,,unknown,
130971f8,2,RNA-seq,839354,competent cells,Glucose starvation - Mock,unknown,False,False,,,unknown,
3023020b,2,RNA-seq,839354,competent cells,Control - CHX,unknown,False,False,,,unknown,
f79f6af8,2,RNA-seq,839354,competent cells,Glucose starvation + CHX,unknown,False,False,,,unknown,
b7d4334e,2,RNA-seq,789542,Liver - whole organ,Untreated,unknown,False,False,,,unknown,
dd4cf0d8,2,RNA-seq,789542,Lung - whole organ,Untreated,unknown,False,False,,,unknown,
94d5aa46,2,RNA-seq,789542,immortalized bronchial epithelial cells,suppressor tRNA contransfected,unknown,False,False,,,unknown,
0273c92c,2,RNA-seq,789542,immortalized bronchial epithelial cells,Untreated,unknown,False,False,,,unknown,
a77e4441,2,RNA-seq,"789173,484185",living cells,unknown,unknown,False,True,,,unknown,
10bdb8d8,2,RNA-seq,"395723,750456",eukaryotic cells,unknown,unknown,False,True,,,unknown,
abdd4e9b,2,RNA-seq,"641624,740301",a cell,unknown,unknown,False,True,,,unknown,
6b9361e8,2,RNA-seq,738263,two cell,T24-KO-M1-plex-M1,unknown,False,False,,,biological replicate 1,
d5049e54,2,RNA-seq,738263,two cell,T24-KO-M1-plex,unknown,False,False,,,biological replicate 1,
0cb14a90,2,RNA-seq,649449,unknown,OkacidAcid,unknown,False,False,,,1,
e9b88c5b,2,RNA-seq,649449,unknown,Eif4EIP,unknown,False,False,,,1,
0b69d1b1,2,RNA-seq,649449,unknown,RIP_Unligated,unknown,False,False,,,1,
05d430a8,2,RNA-seq,649449,unknown,RIP_Ligated,unknown,False,False,,,1,
e35d0ada,2,RNA-seq,649449,unknown,Ribozero,unknown,False,False,,,1,
c3b103fe,2,RNA-seq,630973,bacterial cells,Control (untreated) + puromycin in lysate,unknown,False,False,,,unknown,
bdf7e3fb,2,RNA-seq,630973,bacterial cells,Apidaecin + puromycin in lysate,unknown,False,False,,,unknown,
2843d834,2,RNA-seq,622261,PLC stem cells,AlkB demethylation,unknown,False,False,,,unknown,
e410e277,2,RNA-seq,622261,Normal PLC cells,AlkB demethylation,unknown,False,False,,,unknown,
d3e7eb81,2,RNA-seq,604580,Human beta cell line,unknown,unknown,False,False,,,unknown,
782934e7,2,RNA-seq,599422,colorectal carcinoma cell line,-,unknown,False,False,,,unknown,
84ed3f47,2,RNA-seq,599422,colorectal carcinoma cell line,"cycloheximide 10 minutes, 0.1mg/ml",unknown,False,False,,,unknown,
62373bdf,2,RNA-seq,599422,malignant melanoma cell line,-,unknown,False,False,,,unknown,
9552e93f,2,RNA-seq,543399,unknown,TAC surgery 2d,2 d,False,False,,,unknown,
b7ba2c2f,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,Mono-(2-ethylhexyl)-phthalate replicate 1,unknown,False,False,,,unknown,
fc761a1e,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,Mono-(2-ethylhexyl)-phthalate replicate 2,unknown,False,False,,,unknown,
e9c6fc5a,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 5,unknown,False,False,,,unknown,
c58f0d40,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 6,unknown,False,False,,,unknown,
ad33260e,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 3,unknown,False,False,,,unknown,
a387c0f3,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 4,unknown,False,False,,,unknown,
ec517109,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 1,unknown,False,False,,,unknown,
652f863d,2,RNA-seq,522816,Yeast Homozygous Diploid Collection,DMSO replicate 2,unknown,False,False,,,unknown,
0ca67c69,2,RNA-seq,515538,Human Embryonic Kidney,Harringtonine,unknown,False,False,,,unknown,
9840312e,2,RNA-seq,"509065,509230",colon adenocarcinoma,unknown,unknown,False,True,,,unknown,
cfd6ff6f,2,RNA-seq,"473808,499089",dendritic cell,unknown,unknown,False,True,,,unknown,
0181614c,2,RNA-seq,490682,unknown,unknown,2 h,False,False,,,unknown,
b135ae7e,2,RNA-seq,490682,unknown,unknown,10 min,False,False,,,unknown,
97ace7f9,2,RNA-seq,470579,stem cell,129-5p miRNA methyl RNA control total,unknown,False,False,,,unknown,
d746ed79,2,RNA-seq,470579,stem cell,145-5p miRNA methyl RNA control total,unknown,False,False,,,unknown,
e18d5f9c,2,RNA-seq,470579,stem cell,145-5p miRNA methyl RNA IP,unknown,False,False,,,unknown,
bb1d6d20,2,Ribo-seq,419532,HEK293T-tRNA/pylRS/GFP39UAG,unknown,unknown,False,False,,unknown,unknown,unknown
cc0f0cac,2,RNA-seq,413138,Cystic Fibrosis Bronchial Epithelial (CFBE) cells,unknown,48h after transfection,False,False,,,unknown,
e9533305,2,RNA-seq,"379292,379448",MCF7 cells,unknown,unknown,False,True,,,unknown,
0de23120,2,RNA-seq,"327113,297338",mammalian cell,unknown,unknown,False,True,,,unknown,
b0db0587,2,RNA-seq,295955,S2,AGO2 knockdown and cultured in serum-free medium for 24 hours,unknown,False,False,,,unknown,
c9558fed,2,RNA-seq,295955,S2,AGO2 knockdown,unknown,False,False,,,unknown,
75255e05,2,RNA-seq,230612,WI-38,PDL 15 HuR siRNA,unknown,False,False,,,unknown,
aa8c2ecf,2,RNA-seq,230612,WI-38,PDL 15 AUF1 siRNA,unknown,False,False,,,unknown,
42a01f90,2,RNA-seq,230612,WI-38,PDL 15 Contro siRNA,unknown,False,False,,,unknown,
ae1f268e,2,RNA-seq,230611,HEK293,"p37, p40, p42, p45 overexpresion",unknown,False,False,,,unknown,
d8112527,2,RNA-seq,230611,HEK293,p45 overexpresion,unknown,False,False,,,unknown,
ec0f01fd,2,RNA-seq,230611,HEK293,p42 overexpresion,unknown,False,False,,,unknown,
99c194ab,2,RNA-seq,230611,HEK293,p40 overexpresion,unknown,False,False,,,unknown,
464aada2,2,RNA-seq,230611,HEK293,p37 overexpresion,unknown,False,False,,,unknown,
86072522,2,RNA-seq,230611,HEK293,Empty Vector,unknown,False,False,,,unknown,
8222adf8,2,RNA-seq,230611,HEK293,AUF1 siRNA,unknown,False,False,,,unknown,
e85a8c5b,2,RNA-seq,230611,HEK293,Control siRNA,unknown,False,False,,,unknown,
535438c9,2,Ribo-seq,230610,HeLa,HuR siRNA,unknown,False,False,,unknown,unknown,unknown
1ae5e4f1,2,Ribo-seq,230610,HeLa,AUF1 siRNA,unknown,False,False,,unknown,unknown,unknown
321aac83,2,Ribo-seq,230610,HeLa,Control siRNA,unknown,False,False,,unknown,unknown,unknown
d1c8fe1d,1,RNA-seq,1286308,avian cells,unknown,unknown,False,False,,,unknown,
f7de76cb,1,RNA-seq,1246569,towards cell,unknown,unknown,False,False,,,unknown,
671e9722,1,RNA-seq,1245068,plasma cell,unknown,unknown,False,False,,,unknown,
49419ddb,1,RNA-seq,1230555,erythroleukemia cell line,unknown,unknown,False,False,,,unknown,
1378a0ce,1,RNA-seq,1207466,guard cell,unknown,unknown,False,False,,,unknown,
ba2c9add,1,RNA-seq,1204289,sgMyc cell,unknown,unknown,False,False,,,unknown,
4d870304,1,RNA-seq,1194520,host cells,unknown,unknown,False,False,,,unknown,
8dc9d2b9,1,RNA-seq,1151690,231 cells,unknown,unknown,False,False,,,unknown,
41abcf17,1,RNA-seq,1148496,albicans cells,unknown,unknown,False,False,,,unknown,
a0d0bdbe,1,RNA-seq,1145378,immune cell,unknown,unknown,False,False,,,unknown,
b27c225c,1,RNA-seq,1144916,HCT116 cells,unknown,unknown,False,False,,,unknown,
9cd0f954,1,RNA-seq,1140141,chemoresistant cells,unknown,unknown,False,False,,,unknown,
c93849f1,1,RNA-seq,1136550,knockout cell,unknown,unknown,False,False,,,unknown,
691eaf93,1,RNA-seq,1135124,unknown,2h JQ1 200 nM,2 h,False,False,,,unknown,
79888eb5,1,RNA-seq,1129445,sorted cell,unknown,unknown,False,False,,,unknown,
5d3224a5,1,RNA-seq,1122518,embryonic cell,unknown,unknown,False,False,,,unknown,
22b4da79,1,RNA-seq,1121290,mononuclear cells,unknown,unknown,False,False,,,unknown,
6657b019,1,RNA-seq,1121289,related cell,unknown,unknown,False,False,,,unknown,
ae315f86,1,RNA-seq,1116206,tumor cells,unknown,unknown,False,False,,,unknown,
001e7d04,1,RNA-seq,1109711,K562 cell,unknown,unknown,False,False,,,unknown,
948589da,1,RNA-seq,1104180,undifferentiated cells,unknown,unknown,False,False,,,unknown,
a30a23f5,1,RNA-seq,1098023,unknown,Invitrogen Dynabeads mRNA direct,unknown,False,False,,,unknown,
5b6361ca,1,RNA-seq,1083472,progenitor cell,unknown,unknown,False,False,,,unknown,
2bca24aa,1,RNA-seq,1075071,FACS sorted as Lin-Sca1-ckit+CD150-CD105-CD41-CD16/32-,Cultured for 48h with Doxycycline,unknown,False,False,,,3,
00bd6734,1,RNA-seq,1057253,an immortalized but non-transformed ovarian epithelial cell line,unknown,unknown,False,False,,,unknown,
43077af6,1,RNA-seq,1055925,degron cells,unknown,unknown,False,False,,,unknown,
d20372b7,1,RNA-seq,1051495,We show that NPM1 is dispensable for adult epithelial tissue,unknown,unknown,False,False,,,unknown,
7c2fda3b,1,RNA-seq,1051101,3 cells,unknown,unknown,False,False,,,unknown,
20c40350,1,RNA-seq,1047636,established cell,unknown,unknown,False,False,,,unknown,
fccbb9fe,1,RNA-seq,1047529,LUAD cell,unknown,unknown,False,False,,,unknown,
3a7bfb0b,1,RNA-seq,1047524,CRC cells,unknown,unknown,False,False,,,unknown,
fb242d7b,1,RNA-seq,1046391,monoclonal cell,unknown,unknown,False,False,,,unknown,
9cbaa71b,1,RNA-seq,1045659,for cell,unknown,unknown,False,False,,,unknown,
2fcc0cae,1,RNA-seq,1028618,OVCAR3 cells,unknown,unknown,False,False,,,unknown,
08aa7642,1,RNA-seq,1024513,to cell,unknown,unknown,False,False,,,unknown,
5a8bf7c9,1,RNA-seq,1024503,positive cells,unknown,unknown,False,False,,,unknown,
d1550772,1,RNA-seq,1017530,and cells,unknown,unknown,False,False,,,unknown,
58a4e261,1,RNA-seq,1008741,culturedHuh7 cells,unknown,15 min,False,False,,,unknown,
325a62f6,1,RNA-seq,1001994,5Y cells,unknown,unknown,False,False,,,1,
ffc0b778,1,RNA-seq,978085,affect cell,unknown,unknown,False,False,,,unknown,
fb3b1486,1,RNA-seq,972712,that cells,unknown,unknown,False,False,,,unknown,
db5adce1,1,RNA-seq,958219,modulate cell,unknown,unknown,False,False,,,unknown,
f52b0d5f,1,RNA-seq,957283,BT20 cells,unknown,unknown,False,False,,,unknown,
de87eb70,1,RNA-seq,938481,type cells,unknown,unknown,False,False,,,unknown,
cf9f6002,1,RNA-seq,933910,90 cell,unknown,unknown,False,False,,,unknown,
48b4eb87,1,RNA-seq,933811,K562 cells,unknown,unknown,False,False,,,unknown,
8b83b156,1,RNA-seq,927820,CLL cells,GS9820 treated,unknown,False,False,,,unknown,
462b51ce,1,RNA-seq,926978,hampering development of therapeutic strategies for craniofacial tissue,unknown,unknown,False,False,,,unknown,
0a6faa74,1,RNA-seq,923627,60 cells,unknown,unknown,False,False,,,unknown,
25cc78dd,1,RNA-seq,913568,Acute Lymphoblastic Leukemia,unknown,unknown,False,False,,,unknown,
4d7dcfe9,1,RNA-seq,907315,CRC cells,unknown,9855 d,False,False,,,unknown,
138cdc35,1,RNA-seq,906650,or cell,unknown,unknown,False,False,,,unknown,
ca7f7129,1,RNA-seq,903814,exhibiting cell,unknown,unknown,False,False,,,unknown,
d41b8c20,1,RNA-seq,899535,unknown,Urethane,unknown,False,False,,,unknown,
bf01d0c5,1,RNA-seq,876935,lymphoblastoid cell,unknown,unknown,False,False,,,unknown,
5a2d5bfc,1,RNA-seq,862448,H1299 cells,unknown,unknown,False,False,,,unknown,
00ae6f43,1,RNA-seq,858047,1 cells,anti-CD40/IL4 + KU55933,unknown,False,False,,,3,
6cb9674f,1,RNA-seq,844063,in cells,unknown,unknown,False,False,,,unknown,
c47cc909,1,RNA-seq,809655,Leaf,unknown,unknown,False,False,,,unknown,
0eda1e24,1,RNA-seq,792575,animals were cohoused for 2 weeks then they were either separated or remained paired for either 48 hours or 4 weeks prior to tissue,unknown,unknown,False,False,,,unknown,
de26c4ca,1,RNA-seq,787943,lymphoma cells,unknown,unknown,False,False,,,unknown,
e9f566d0,1,RNA-seq,779461,KI cells,unknown,unknown,False,False,,,unknown,
b57ea41b,1,RNA-seq,779283,MEF cells,unknown,unknown,False,False,,,unknown,
78626197,1,RNA-seq,774057,CD45+HUVEC-rEC-hMPP,unknown,unknown,False,False,,,unknown,
7f88417d,1,RNA-seq,773909,Cells are isolated from the adipose tissue,unknown,unknown,False,False,,,unknown,
b1e8bb17,1,RNA-seq,770523,MGG4 cells,unknown,unknown,False,False,,,unknown,
c9a578fd,1,RNA-seq,753487,13 cells,unknown,unknown,False,False,,,unknown,
953a5354,1,RNA-seq,751389,endothelial cells,unknown,unknown,False,False,,,unknown,
0e43be22,1,RNA-seq,750636,Overall design: High-throughput sequencing of liver tissue,unknown,unknown,False,False,,,unknown,
9ef62881,1,RNA-seq,744888,ES cells,unknown,unknown,False,False,,,unknown,
649a216d,1,RNA-seq,738263,two cell,unknown,unknown,False,False,,,unknown,
6d0f6ed3,1,RNA-seq,725264,whole blood,unknown,unknown,False,False,,,unknown,
83eb3e4a,1,RNA-seq,717060,NPC cell,unknown,unknown,False,False,,,unknown,
91048a50,1,RNA-seq,701625,sebocyte,unknown,unknown,False,False,,,unknown,
cf7fbf3a,1,RNA-seq,701262,blood vessel endothelial cell,unknown,unknown,False,False,,,unknown,
bd8cc464,1,RNA-seq,700841,CELL MIXTURE - tissue sample,unknown,unknown,False,False,,,unknown,
2ed00d9d,1,RNA-seq,672952,Ring1A(-/-);Ring1B(fl/fl);R26::CreERT2 ES cells,unknown,unknown,False,False,,,unknown,
5e1e7961,1,RNA-seq,667952,TtH cell,unknown,unknown,False,False,,,unknown,
0d252036,1,RNA-seq,664109,3T3 cells,unknown,unknown,False,False,,,unknown,
435290c6,1,RNA-seq,661558,permitted cell,unknown,unknown,False,False,,,unknown,
7da6c41d,1,RNA-seq,655955,cardiomyocyte,NaIO4,unknown,False,False,,,unknown,
ddf9d5e7,1,RNA-seq,649776,Huh7 cells,unknown,unknown,False,False,,,unknown,
341b7be7,1,RNA-seq,648998,unknown,not bloodfed,unknown,False,False,,,3,
0aa89739,1,RNA-seq,647736,whole cell,unknown,unknown,False,False,,,unknown,
669e2cef,1,RNA-seq,635830,adenocarcinoma cell,unknown,unknown,False,False,,,unknown,
6cff29f7,1,RNA-seq,630973,bacterial cells,unknown,unknown,False,False,,,unknown,
4cca157d,1,RNA-seq,612239,THP1 cells,unknown,unknown,False,False,,,unknown,
2a41e227,1,RNA-seq,611824,mammary epithelial luminal progenitor cells,unknown,unknown,False,False,,,unknown,
bacb0a3b,1,RNA-seq,599422,221 cells,unknown,unknown,False,False,,,unknown,
30814202,1,RNA-seq,598359,P19 cells,unknown,unknown,False,False,,,unknown,
5155d996,1,RNA-seq,561206,bone marrow-derived dendritic cells,LPS,6 hrs,False,False,,,unknown,
012df4ad,1,RNA-seq,548813,null cells,unknown,unknown,False,False,,,unknown,
a1ba0ffe,1,RNA-seq,545844,iPS Cells,unknown,unknown,False,False,,,unknown,
08e0c0c0,1,RNA-seq,545050,single,unknown,unknown,False,False,,,1,
58a5918f,1,RNA-seq,543873,Human Skeletal Muscle Myoblasts (HSMM),unknown,unknown,False,False,,,unknown,
3e38578a,1,RNA-seq,541924,mES cells,unknown,unknown,False,False,,,unknown,
b803e10e,1,RNA-seq,531262,leukemic cells,unknown,unknown,False,False,,,unknown,
78da4314,1,RNA-seq,529885,NA,unknown,unknown,False,False,,,unknown,
6e73482d,1,RNA-seq,512837,young cells,unknown,unknown,False,False,,,unknown,
e8633aeb,1,RNA-seq,511473,unknown,untreated_soil,unknown,False,False,,,unknown,
690d84cf,1,RNA-seq,511455,transgenic overexpression of HuR in adipose tissue,control,unknown,False,False,,,unknown,
6a66b572,1,RNA-seq,510796,Leaf tissue,unknown,unknown,False,False,,,unknown,
19a15e14,1,RNA-seq,488955,blood cell,unknown,unknown,False,False,,,unknown,
7a511aa9,1,RNA-seq,430558,norvegicus cells,unknown,unknown,False,False,,,unknown,
28a31b60,1,RNA-seq,419532,transgenic cells,unknown,unknown,False,False,,,unknown,
e38f63a3,1,RNA-seq,417116,lymphoid cell,unknown,unknown,False,False,,,unknown,
d906bee5,1,RNA-seq,413138,CFBE cells,unknown,unknown,False,False,,,unknown,
d056239f,1,RNA-seq,403993,whole cells,unknown,unknown,False,False,,,unknown,
217548f8,1,RNA-seq,397035,we applied Ribo-seq to 14-day-old rice (Oryza sativa) shoot tissue,unknown,unknown,False,False,,,unknown,
da4936ba,1,RNA-seq,396456,KD cells,unknown,unknown,False,False,,,unknown,
1595ebab,1,RNA-seq,385767,AML cells,unknown,unknown,False,False,,,unknown,
c4aea183,1,RNA-seq,379447,H1933 cells,unknown,unknown,False,False,,,unknown,
a3498de7,1,RNA-seq,378669,dendritic cells,unknown,unknown,False,False,,,unknown,
f3f99da2,1,RNA-seq,326128,knockdown cells,unknown,unknown,False,False,,,unknown,
016f1aba,1,RNA-seq,262909,KO cell,unknown,unknown,False,False,,,unknown,
af76ff2f,1,RNA-seq,259844,5 cells,unknown,unknown,False,False,,,unknown,
